team,season,winperc,winperc_lag1,winperc_avg3,gp_lag1,toi_lag1,w_lag1,l_lag1,otl_lag1,row_lag1,points_lag1,point_p_lag1,cf_lag1,ca_lag1,cf_p_lag1,ff_lag1,fa_lag1,ff_p_lag1,sf_lag1,sa_lag1,sf_p_lag1,gf_lag1,ga_lag1,gf_p_lag1,x_gf_lag1,x_ga_lag1,x_gf_p_lag1,scf_lag1,sca_lag1,scf_p_lag1,scsf_lag1,scsa_lag1,scsf_p_lag1,scgf_lag1,scga_lag1,scgf_p_lag1,scsh_lag1,scsv_lag1,hdcf_lag1,hdca_lag1,hdcf_p_lag1,hdsf_lag1,hdsa_lag1,hdsf_p_lag1,hdgf_lag1,hdga_lag1,hdgf_p_lag1,hdsh_lag1,hdsv_lag1,mdcf_lag1,mdca_lag1,mdcf_p_lag1,mdsf_lag1,mdsa_lag1,mdsf_p_lag1,mdgf_lag1,mdga_lag1,mdgf_p_lag1,mdsh_lag1,mdsv_lag1,ldcf_lag1,ldca_lag1,ldcf_p_lag1,ldsf_lag1,ldsa_lag1,ldsf_p_lag1,ldgf_lag1,ldga_lag1,ldgf_p_lag1,ldsh_lag1,ldsv_lag1,sh_lag1,sv_lag1,pdo_lag1,gp_avg3,toi_avg3,w_avg3,l_avg3,otl_avg3,row_avg3,points_avg3,point_p_avg3,cf_avg3,ca_avg3,cf_p_avg3,ff_avg3,fa_avg3,ff_p_avg3,sf_avg3,sa_avg3,sf_p_avg3,gf_avg3,ga_avg3,gf_p_avg3,x_gf_avg3,x_ga_avg3,x_gf_p_avg3,scf_avg3,sca_avg3,scf_p_avg3,scsf_avg3,scsa_avg3,scsf_p_avg3,scgf_avg3,scga_avg3,scgf_p_avg3,scsh_avg3,scsv_avg3,hdcf_avg3,hdca_avg3,hdcf_p_avg3,hdsf_avg3,hdsa_avg3,hdsf_p_avg3,hdgf_avg3,hdga_avg3,hdgf_p_avg3,hdsh_avg3,hdsv_avg3,mdcf_avg3,mdca_avg3,mdcf_p_avg3,mdsf_avg3,mdsa_avg3,mdsf_p_avg3,mdgf_avg3,mdga_avg3,mdgf_p_avg3,mdsh_avg3,mdsv_avg3,ldcf_avg3,ldca_avg3,ldcf_p_avg3,ldsf_avg3,ldsa_avg3,ldsf_p_avg3,ldgf_avg3,ldga_avg3,ldgf_p_avg3,ldsh_avg3,ldsv_avg3,sh_avg3,sv_avg3,pdo_avg3
Los Angeles Kings,1718,0.548780488,0.475609756,0.516260163,82,3976.2,39,35,8,37,86,0.524,3970,3250,54.99,2926,2400,54.94,2028,1675,54.77,127,133,48.85,161.11,135.51,54.31,1776,1546,53.46,1004,892,52.95,102,118,46.36,10.16,86.77,702,565,55.41,471,406,53.71,71,82,46.41,15.07,79.8,1074,981,52.26,533,486,52.31,31,36,46.27,5.82,92.59,1841,1445,56.03,955,718,57.08,25,15,62.5,2.62,97.91,6.26,92.06,0.983,82,3962.433333,42.33333333,30,9.666666667,40.33333333,94.33333333,0.575,3990.333333,3190.666667,55.56666667,2965.666667,2402,55.24666667,2043,1696.666667,54.63333333,140.3333333,126.6666667,52.49666667,158.6666667,133.82,54.24333333,1738.666667,1496.666667,53.72333333,995.6666667,885.6666667,52.91666667,111,107,50.98666667,11.15666667,87.92,691.6666667,566.6666667,54.94666667,478.6666667,417,53.44666667,80.33333333,70.66666667,53.26666667,16.78333333,82.98666667,1047,930,52.95333333,517,468.6666667,52.45666667,30.66666667,36.33333333,45.91,5.933333333,92.25,1880,1435.333333,56.70666667,965,740.6666667,56.58,28.66666667,19.33333333,60.06333333,2.97,97.39666667,6.866666667,92.53,0.994
Los Angeles Kings,1819,0.37804878,0.548780488,0.536585366,82,3950.5833,45,29,8,43,98,0.598,3690,3689,50.01,2736,2770,49.69,1938,1945,49.91,153,134,53.31,144.19,158.43,47.65,1662,1708,49.32,948,982,49.12,126,108,53.85,13.29,89,604,695,46.5,405,500,44.75,84,77,52.17,20.74,84.6,1058,1013,51.09,543,482,52.98,42,31,57.53,7.73,93.57,1677,1630,50.71,898,839,51.7,26,24,52,2.9,97.14,7.89,93.11,1.01,82,3954.15,44,30.66666667,7.333333333,42,95.33333333,0.581333333,3914.666667,3366.666667,53.79,2905.333333,2517.666667,53.6,2010,1777.333333,53.11333333,140,129.3333333,51.93333333,155.26,142.7266667,52.13666667,1747.666667,1575,52.62666667,988.3333333,920,51.80333333,113.6666667,106.3333333,51.68666667,11.53333333,88.42333333,676.3333333,613,52.48,456.6666667,446.3333333,50.58333333,79,73.33333333,51.97333333,17.47,83.43666667,1071.333333,962,52.72,531.6666667,473.6666667,52.89666667,34.66666667,33,51.00333333,6.506666667,93.03333333,1805.333333,1503.666667,54.55666667,941.6666667,769.3333333,55.06333333,25.66666667,22,54.52,2.73,97.15,6.976666667,92.7,0.996666667
Los Angeles Kings,1920,0.414285714,0.37804878,0.467479675,82,4054.5667,31,42,9,28,71,0.433,3619,3908,48.08,2673,2937,47.65,1874,2058,47.66,140,170,45.16,146.3,160.09,47.75,1608,1800,47.18,905,1028,46.82,118,145,44.87,13.04,85.89,624,700,47.13,426,513,45.37,75,95,44.12,17.61,81.48,984,1100,47.22,479,515,48.19,43,50,46.24,8.98,90.29,1636,1776,47.95,847,907,48.29,22,24,47.83,2.6,97.35,7.47,91.74,0.992,82,3993.783333,38.33333333,35.33333333,8.333333333,36,85,0.518333333,3759.666667,3615.666667,51.02666667,2778.333333,2702.333333,50.76,1946.666667,1892.666667,50.78,140,145.6666667,49.10666667,150.5333333,151.3433333,49.90333333,1682,1684.666667,49.98666667,952.3333333,967.3333333,49.63,115.3333333,123.6666667,48.36,12.16333333,87.22,643.3333333,653.3333333,49.68,434,473,47.94333333,76.66666667,84.66666667,47.56666667,17.80666667,81.96,1038.666667,1031.333333,50.19,518.3333333,494.3333333,51.16,38.66666667,39,50.01333333,7.51,92.15,1718,1617,51.56333333,900,821.3333333,52.35666667,24.33333333,21,54.11,2.706666667,97.46666667,7.206666667,92.30333333,0.995
Los Angeles Kings,2021,0.375,0.414285714,0.447038328,70,3438.1333,29,35,6,28,64,0.457,3453,3050,53.1,2617,2343,52.76,1847,1652,52.79,118,140,45.74,144.84,135.73,51.62,1493,1456,50.63,894,856,51.09,100,116,46.3,11.19,86.45,625,590,51.44,451,423,51.6,70,81,46.36,15.52,80.85,868,866,50.06,443,433,50.57,30,35,46.15,6.77,91.92,1640,1361,54.65,856,716,54.45,16,24,40,1.87,96.65,6.39,91.53,0.979,78,3814.427767,35,35.33333333,7.666666667,33,77.66666667,0.496,3587.333333,3549,50.39666667,2675.333333,2683.333333,50.03333333,1886.333333,1885,50.12,137,148,48.07,145.11,151.4166667,49.00666667,1587.666667,1654.666667,49.04333333,915.6666667,955.3333333,49.01,114.6666667,123,48.34,12.50666667,87.11333333,617.6666667,661.6666667,48.35666667,427.3333333,478.6666667,47.24,76.33333333,84.33333333,47.55,17.95666667,82.31,970,993,49.45666667,488.3333333,476.6666667,50.58,38.33333333,38.66666667,49.97333333,7.826666667,91.92666667,1651,1589,51.10333333,867,820.6666667,51.48,21.33333333,24,46.61,2.456666667,97.04666667,7.25,92.12666667,0.993666667
Los Angeles Kings,2122,0.536585366,0.375,0.389111498,56,2702.2833,21,28,7,20,49,0.438,2265,2456,47.98,1731,1858,48.23,1248,1325,48.5,95,119,44.39,94.62,114.67,45.21,1046,1284,44.89,633,761,45.41,89,104,46.11,14.06,86.33,438,525,45.48,316,383,45.21,69,67,50.74,21.84,82.51,608,759,44.48,317,378,45.61,20,37,35.09,6.31,90.21,1039,1000,50.96,553,502,52.42,6,13,31.58,1.08,97.41,7.61,91.02,0.986,69.33333333,3398.327767,27,35,7.333333333,25.33333333,61.33333333,0.442666667,3112.333333,3138,49.72,2340.333333,2379.333333,49.54666667,1656.333333,1678.333333,49.65,117.6666667,143,45.09666667,128.5866667,136.83,48.19333333,1382.333333,1513.333333,47.56666667,810.6666667,881.6666667,47.77333333,102.3333333,121.6666667,45.76,12.76333333,86.22333333,562.3333333,605,48.01666667,397.6666667,439.6666667,47.39333333,71.33333333,81,47.07333333,18.32333333,81.61333333,820,908.3333333,47.25333333,413,442,48.12333333,31,40.66666667,42.49333333,7.353333333,90.80666667,1438.333333,1379,51.18666667,752,708.3333333,51.72,14.66666667,20.33333333,39.80333333,1.85,97.13666667,7.156666667,91.43,0.985666667
Los Angeles Kings,2223,0.573170732,0.536585366,0.441957027,82,3978.2833,44,27,11,40,99,0.604,4014,3398,54.16,3083,2525,54.98,2223,1811,55.11,155,152,50.49,182.39,161.82,52.99,1973,1783,52.53,1154,1016,53.18,128,137,48.3,11.09,86.52,794,749,51.46,565,543,50.99,97,91,51.6,17.17,83.24,1179,1034,53.28,589,473,55.46,31,46,40.26,5.26,90.27,2170,1680,56.36,984,705,58.26,27,14,65.85,2.74,98.01,6.97,91.61,0.986,69.33333333,3372.899967,31.33333333,30,8,29.33333333,70.66666667,0.499666667,3244,2968,51.74666667,2477,2242,51.99,1772.666667,1596,52.13333333,122.6666667,137,46.87333333,140.6166667,137.4066667,49.94,1504,1507.666667,49.35,893.6666667,877.6666667,49.89333333,105.6666667,119,46.90333333,12.11333333,86.43333333,619,621.3333333,49.46,444,449.6666667,49.26666667,78.66666667,79.66666667,49.56666667,18.17666667,82.2,885,886.3333333,49.27333333,449.6666667,428,50.54666667,27,39.33333333,40.5,6.113333333,90.8,1616.333333,1347,53.99,797.6666667,641,55.04333333,16.33333333,17,45.81,1.896666667,97.35666667,6.99,91.38666667,0.983666667
Los Angeles Kings,2324,0.536585366,0.573170732,0.494918699,82,3925.2,47,25,10,41,104,0.634,3845,3502,52.33,2880,2479,53.74,2075,1717,54.72,169,159,51.52,170.4,154.75,52.41,1886,1754,51.81,1093,938,53.82,147,132,52.69,13.45,85.93,764,695,52.36,556,470,54.19,87,86,50.29,15.65,81.7,1122,1059,51.44,537,468,53.43,60,46,56.6,11.17,90.17,2204,1846,54.42,905,676,57.24,22,27,44.9,2.43,96.01,8.14,90.74,0.989,73.33333333,3535.255533,37.33333333,26.66666667,9.333333333,33.66666667,84,0.558666667,3374.666667,3118.666667,51.49,2564.666667,2287.333333,52.31666667,1848.666667,1617.666667,52.77666667,139.6666667,143.3333333,48.8,149.1366667,143.7466667,50.20333333,1635,1607,49.74333333,960,905,50.80333333,121.3333333,124.3333333,49.03333333,12.86666667,86.26,665.3333333,656.3333333,49.76666667,479,465.3333333,50.13,84.33333333,81.33333333,50.87666667,18.22,82.48333333,969.6666667,950.6666667,49.73333333,481,439.6666667,51.5,37,43,43.98333333,7.58,90.21666667,1804.333333,1508.666667,53.91333333,814,627.6666667,55.97333333,18.33333333,18,47.44333333,2.083333333,97.14333333,7.573333333,91.12333333,0.987
Minnesota Wild,1415,0.56097561,0.524390244,0.475609756,82,3938.95,43,27,12,35,98,0.598,3183,3340,48.8,2360,2454,49.02,1693,1724,49.55,134,117,53.39,122.7,120.87,50.38,1384,1348,50.66,811,765,51.46,112,97,53.59,13.81,87.32,541,500,51.97,396,367,51.9,78,63,55.32,19.7,82.83,843,848,49.85,415,398,51.05,34,34,50,8.19,91.46,1520,1663,47.75,828,899,47.94,22,18,55,2.66,98,7.91,93.21,1.011,82,3882.088867,39,32.66666667,10.33333333,31.66666667,88.33333333,0.538666667,3095.666667,3626.333333,46.10333333,2299.333333,2687,46.16333333,1648,1894.666667,46.57,121,137.3333333,46.86,122.09,136.1166667,47.35666667,1354.333333,1509.666667,47.35333333,831.3333333,906,48.00333333,100,114.3333333,46.64333333,12.09,87.37666667,544.6666667,588.3333333,48.17,412,439.6666667,48.46666667,72.66666667,83.33333333,46.92333333,17.91,81.18333333,809.6666667,921.3333333,46.81,419.3333333,466.3333333,47.49666667,27.33333333,31,46.40666667,6.51,93.23,1473.333333,1790.333333,45.18,767,931.3333333,45.13333333,20.33333333,21.66666667,48.59333333,2.653333333,97.68,7.34,92.77,1.001
Minnesota Wild,1516,0.463414634,0.56097561,0.504065041,82,3939.3333,46,28,8,42,100,0.61,3599,3453,51.04,2702,2484,52.1,1946,1773,52.33,165,146,53.05,147.73,124.67,54.23,1583,1425,52.63,973,849,53.4,141,121,53.82,14.49,85.75,661,520,55.97,504,383,56.82,104,77,57.46,20.63,79.9,922,905,50.47,469,466,50.16,37,44,45.68,7.89,90.56,1707,1682,50.37,927,863,51.79,23,23,50,2.48,97.33,8.48,91.77,1.002,82,3919.155533,41.33333333,30.33333333,10.33333333,33.66666667,93,0.567333333,3291,3562,48.03333333,2450.333333,2589.333333,48.61333333,1764,1825,49.13333333,134,136.3333333,49.27,132.43,129.88,50.47666667,1451,1456.666667,49.91666667,885,860,50.75666667,112,113.6666667,49.23333333,12.61,86.78,599.3333333,557.6666667,51.88666667,454.3333333,411,52.55333333,81.66666667,78.66666667,50.8,17.98,80.95,851.6666667,899,48.62666667,430.6666667,449,49,30.33333333,35,46.07666667,6.993333333,92.14333333,1548.666667,1751.333333,46.92,825.3333333,903.6666667,47.63333333,21.33333333,21,50.44666667,2.593333333,97.67,7.54,92.53333333,1.000333333
Minnesota Wild,1617,0.597560976,0.463414634,0.516260163,82,3983.1,38,33,11,35,87,0.53,3354,3654,47.86,2521,2663,48.63,1818,1843,49.66,139,128,52.06,135.12,133.69,50.27,1431,1520,48.49,870,902,49.1,119,102,53.85,13.68,88.69,604,622,49.27,450,467,49.07,82,72,53.25,18.22,84.58,827,898,47.94,420,435,49.12,37,30,55.22,8.81,93.1,1614,1765,47.77,905,872,50.93,20,25,44.44,2.21,97.13,7.65,93.05,1.007,82,3953.794433,42.33333333,29.33333333,10.33333333,37.33333333,95,0.579333333,3378.666667,3482.333333,49.23333333,2527.666667,2533.666667,49.91666667,1819,1780,50.51333333,146,130.3333333,52.83333333,135.1833333,126.41,51.62666667,1466,1431,50.59333333,884.6666667,838.6666667,51.32,124,106.6666667,53.75333333,13.99333333,87.25333333,602,547.3333333,52.40333333,450,405.6666667,52.59666667,88,70.66666667,55.34333333,19.51666667,82.43666667,864,883.6666667,49.42,434.6666667,433,50.11,36,36,50.3,8.296666667,91.70666667,1613.666667,1703.333333,48.63,886.6666667,878,50.22,21.66666667,22,49.81333333,2.45,97.48666667,8.013333333,92.67666667,1.006666667
Minnesota Wild,1718,0.548780488,0.597560976,0.540650407,82,4054.8333,49,25,8,46,106,0.646,3648,3746,49.34,2768,2780,49.89,2032,1991,50.51,187,148,55.82,153.16,128.55,54.37,1640,1458,52.94,1007,890,53.08,148,116,56.06,14.7,86.97,691,540,56.13,514,396,56.48,108,63,63.16,21.01,84.09,949,918,50.83,493,494,49.95,40,53,43.01,8.11,89.27,1696,1900,47.16,987,1041,48.67,39,32,54.93,3.95,96.93,9.2,92.57,1.018,82,3992.4222,44.33333333,28.66666667,9,41,97.66666667,0.595333333,3533.666667,3617.666667,49.41333333,2663.666667,2642.333333,50.20666667,1932,1869,50.83333333,163.6666667,140.6666667,53.64333333,145.3366667,128.97,52.95666667,1551.333333,1467.666667,51.35333333,950,880.3333333,51.86,136,113,54.57666667,14.29,87.13666667,652,560.6666667,53.79,489.3333333,415.3333333,54.12333333,98,70.66666667,57.95666667,19.95333333,82.85666667,899.3333333,907,49.74666667,460.6666667,465,49.74333333,38,42.33333333,47.97,8.27,90.97666667,1672.333333,1782.333333,48.43333333,939.6666667,925.3333333,50.46333333,27.33333333,26.66666667,49.79,2.88,97.13,8.443333333,92.46333333,1.009
Minnesota Wild,1819,0.451219512,0.548780488,0.536585366,82,3954.0167,45,26,11,42,101,0.616,3434,3843,47.19,2603,2804,48.14,1955,1979,49.69,160,144,52.63,148.98,134.12,52.62,1573,1529,50.71,1018,876,53.75,130,110,54.17,12.77,87.44,731,601,54.88,570,427,57.17,97,71,57.74,17.02,83.37,842,928,47.57,448,449,49.94,33,39,45.83,7.37,91.31,1515,1884,44.57,853,1000,46.03,30,34,46.88,3.52,96.6,8.18,92.72,1.009,82,3997.316667,44,28,10,41,98,0.597333333,3478.666667,3747.666667,48.13,2630.666667,2749,48.88666667,1935,1937.666667,49.95333333,162,140,53.50333333,145.7533333,132.12,52.42,1548,1502.333333,50.71333333,965,889.3333333,51.97666667,132.3333333,109.3333333,54.69333333,13.71666667,87.7,675.3333333,587.6666667,53.42666667,511.3333333,430,54.24,95.66666667,68.66666667,58.05,18.75,84.01333333,872.6666667,914.6666667,48.78,453.6666667,459.3333333,49.67,36.66666667,40.66666667,48.02,8.096666667,91.22666667,1608.333333,1849.666667,46.5,915,971,48.54333333,29.66666667,30.33333333,48.75,3.226666667,96.88666667,8.343333333,92.78,1.011333333
Minnesota Wild,1920,0.507246377,0.451219512,0.532520325,82,3967.65,37,36,9,36,83,0.506,3805,3664,50.94,2862,2658,51.85,2072,1858,52.72,140,155,47.46,155.72,133.59,53.82,1674,1495,52.82,1038,856,54.8,118,127,48.16,11.37,85.16,733,603,54.87,555,432,56.23,77,89,46.39,13.87,79.4,941,892,51.34,483,424,53.25,41,38,51.9,8.49,91.04,1723,1735,49.83,934,901,50.9,21,28,42.86,2.25,96.89,6.76,91.66,0.984,82,3992.166667,43.66666667,29,9.333333333,41.33333333,96.66666667,0.589333333,3629,3751,49.15666667,2744.333333,2747.333333,49.96,2019.666667,1942.666667,50.97333333,162.3333333,149,51.97,152.62,132.0866667,53.60333333,1629,1494,52.15666667,1021,874,53.87666667,132,117.6666667,52.79666667,12.94666667,86.52333333,718.3333333,581.3333333,55.29333333,546.3333333,418.3333333,56.62666667,94,74.33333333,55.76333333,17.3,82.28666667,910.6666667,912.6666667,49.91333333,474.6666667,455.6666667,51.04666667,38,43.33333333,46.91333333,7.99,90.54,1644.666667,1839.666667,47.18666667,924.6666667,980.6666667,48.53333333,30,31.33333333,48.22333333,3.24,96.80666667,8.046666667,92.31666667,1.003666667
Minnesota Wild,2021,0.625,0.507246377,0.502415459,69,3300.4,35,27,7,33,77,0.558,3047,3096,49.6,2283,2310,49.71,1655,1655,50,156,140,52.7,124.95,110.46,53.08,1353,1228,52.42,819,733,52.77,129,118,52.23,15.75,83.9,585,444,56.85,439,313,58.38,84,72,53.85,19.13,77,768,784,49.48,380,420,47.5,45,46,49.45,11.84,89.05,1424,1573,47.51,742,842,46.84,26,20,56.52,3.5,97.62,9.43,91.54,1.01,77.66666667,3740.6889,39,29.66666667,9,37,87,0.56,3428.666667,3534.333333,49.24333333,2582.666667,2590.666667,49.9,1894,1830.666667,50.80333333,152,146.3333333,50.93,143.2166667,126.0566667,53.17333333,1533.333333,1417.333333,51.98333333,958.3333333,821.6666667,53.77333333,125.6666667,118.3333333,51.52,13.29666667,85.5,683,549.3333333,55.53333333,521.3333333,390.6666667,57.26,86,77.33333333,52.66,16.67333333,79.92333333,850.3333333,868,49.46333333,437,431,50.23,39.66666667,41,49.06,9.233333333,90.46666667,1554,1730.666667,47.30333333,843,914.3333333,47.92333333,25.66666667,27.33333333,48.75333333,3.09,97.03666667,8.123333333,91.97333333,1.001
Minnesota Wild,2122,0.646341463,0.625,0.527821963,56,2681.7167,35,16,5,34,75,0.67,2183,2539,46.23,1686,1883,47.24,1214,1330,47.72,126,108,53.85,99.24,94.54,51.21,1022,1065,48.97,650,655,49.81,110,91,54.73,16.92,86.11,451,363,55.41,342,285,54.55,70,54,56.45,20.47,81.05,571,702,44.85,308,370,45.43,40,37,51.95,12.99,90,996,1252,44.31,519,628,45.25,15,17,46.88,2.89,97.29,10.38,91.88,1.023,69,3316.5889,35.66666667,26.33333333,7,34.33333333,78.33333333,0.578,3011.666667,3099.666667,48.92333333,2277,2283.666667,49.6,1647,1614.333333,50.14666667,140.6666667,134.3333333,51.33666667,126.6366667,112.8633333,52.70333333,1349.666667,1262.666667,51.40333333,835.6666667,748,52.46,119,112,51.70666667,14.68,85.05666667,589.6666667,470,55.71,445.3333333,343.3333333,56.38666667,77,71.66666667,52.23,17.82333333,79.15,760,792.6666667,48.55666667,390.3333333,404.6666667,48.72666667,42,40.33333333,51.1,11.10666667,90.03,1381,1520,47.21666667,731.6666667,790.3333333,47.66333333,20.66666667,21.66666667,48.75333333,2.88,97.26666667,8.856666667,91.69333333,1.005666667
Minnesota Wild,2223,0.56097561,0.646341463,0.592862613,82,3850.7667,53,22,7,48,113,0.689,3626,3482,51.01,2745,2623,51.14,2036,1915,51.53,207,150,57.98,157.22,136.23,53.58,1793,1525,54.04,1109,938,54.18,172,126,57.72,15.51,86.57,694,602,53.55,530,443,54.47,101,86,54.01,19.06,80.59,1099,923,54.35,579,495,53.91,71,40,63.96,12.26,91.92,1627,1708,48.79,840,883,48.75,34,23,59.65,4.05,97.4,10.17,92.17,1.023,69,3277.6278,41,21.66666667,6.333333333,38.33333333,88.33333333,0.639,2952,3039,48.94666667,2238,2272,49.36333333,1635,1633.333333,49.75,163,132.6666667,54.84333333,127.1366667,113.7433333,52.62333333,1389.333333,1272.666667,51.81,859.3333333,775.3333333,52.25333333,137,111.6666667,54.89333333,16.06,85.52666667,576.6666667,469.6666667,55.27,437,347,55.8,85,70.66666667,54.77,19.55333333,79.54666667,812.6666667,803,49.56,422.3333333,428.3333333,48.94666667,52,41,55.12,12.36333333,90.32333333,1349,1511,46.87,700.3333333,784.3333333,46.94666667,25,20,54.35,3.48,97.43666667,9.993333333,91.86333333,1.018666667
Minnesota Wild,2324,0.475609756,0.56097561,0.610772358,82,3918.55,46,25,11,39,103,0.628,3678,3757,49.47,2721,2720,50.01,1872,1971,48.71,144,139,50.88,160.75,160.78,50,1714,1744,49.57,948,1031,47.9,118,113,51.08,12.45,89.04,709,677,51.15,491,495,49.8,82,75,52.23,16.7,84.85,1005,1067,48.5,457,536,46.02,36,38,48.65,7.88,92.91,1676,1757,48.82,803,846,48.7,26,26,50,3.24,96.93,7.69,92.95,1.006,73.33333333,3483.6778,44.66666667,21,7.666666667,40.33333333,97,0.662333333,3162.333333,3259.333333,48.90333333,2384,2408.666667,49.46333333,1707.333333,1738.666667,49.32,159,132.3333333,54.23666667,139.07,130.5166667,51.59666667,1509.666667,1444.666667,50.86,902.3333333,874.6666667,50.63,133.3333333,110,54.51,14.96,87.24,618,547.3333333,53.37,454.3333333,407.6666667,52.94,84.33333333,71.66666667,54.23,18.74333333,82.16333333,891.6666667,897.3333333,49.23333333,448,467,48.45333333,49,38.33333333,54.85333333,11.04333333,91.61,1433,1572.333333,47.30666667,720.6666667,785.6666667,47.56666667,25,22,52.17666667,3.393333333,97.20666667,9.413333333,92.33333333,1.017333333
Montreal Canadiens,1415,0.609756098,0.56097561,0.491869919,82,3818.3667,46,28,8,40,100,0.61,3373,3844,46.74,2481,2703,47.86,1751,1943,47.4,132,136,49.25,141.73,152.76,48.13,1504,1717,46.69,860,996,46.34,115,121,48.73,13.37,87.85,661,683,49.18,481,477,50.21,81,79,50.63,16.84,83.44,843,1034,44.91,379,519,42.2,34,42,44.74,8.97,91.91,1566,1748,47.25,820,877,48.32,17,14,54.84,2.07,98.4,7.54,93,1.005,82,3787.344467,40.33333333,31,10.66666667,35.66666667,91.33333333,0.557,3472,3645.333333,48.76666667,2528.666667,2605.333333,49.20666667,1811.333333,1889.333333,48.89666667,135,137.6666667,49.52,137.3833333,145.36,48.56666667,1548.666667,1661.333333,48.20333333,908,974.3333333,48.15,114,122.6666667,48.17333333,12.65333333,87.39,617.6666667,673.3333333,47.77666667,458,502,47.62666667,75.33333333,84.66666667,47.07666667,16.64333333,83.14333333,931,988,48.43,450,472.3333333,48.63666667,38.66666667,38,50.47333333,8.603333333,91.93,1611.666667,1663.666667,49.18333333,825,851.6666667,49.19333333,21,14.33333333,59.27,2.56,98.31666667,7.49,92.71,1.001666667
Montreal Canadiens,1516,0.463414634,0.609756098,0.516260163,82,3934.5667,50,22,10,43,110,0.671,3546,3763,48.52,2532,2650,48.86,1829,1916,48.84,145,122,54.31,139.27,149.25,48.27,1520,1669,47.66,903,949,48.76,116,105,52.49,12.85,88.94,631,668,48.58,467,480,49.31,74,72,50.68,15.85,85,889,1001,47.04,436,469,48.18,42,33,56,9.63,92.96,1715,1726,49.84,862,881,49.45,28,16,63.64,3.25,98.18,7.93,93.63,1.016,82,3839.9667,42.33333333,28.33333333,11.33333333,36.33333333,96,0.585666667,3408,3731,47.74,2453.333333,2642,48.14,1761.333333,1906.333333,48.01666667,138.6666667,134,50.89333333,135.6533333,147.0466667,47.97333333,1492.666667,1667.666667,47.23333333,867.3333333,959,47.49,114.6666667,117.3333333,49.5,13.23,87.75666667,614,665.6666667,47.91666667,448.6666667,484,48.03,77.33333333,78.33333333,49.71333333,17.34666667,83.82333333,878.6666667,1002,46.72,418.6666667,475,46.87,37.33333333,39,48.96333333,8.92,91.75333333,1604,1706.666667,48.42666667,822.6666667,872.3333333,48.51666667,23.66666667,15.66666667,59.65,2.876666667,98.2,7.876666667,92.96333333,1.008333333
Montreal Canadiens,1617,0.573170732,0.463414634,0.544715447,82,3915.7167,38,38,6,33,82,0.5,3696,3477,51.53,2684,2550,51.28,1978,1874,51.35,146,152,48.99,152.37,143.23,51.55,1571,1589,49.72,949,951,49.95,129,136,48.68,13.59,85.7,689,651,51.42,511,485,51.31,76,91,45.51,14.87,81.24,882,938,48.46,438,466,48.45,53,45,54.08,12.1,90.34,1758,1570,52.82,950,846,52.9,16,16,50,1.68,98.11,7.38,91.89,0.993,82,3889.550033,44.66666667,29.33333333,8,38.66666667,97.33333333,0.593666667,3538.333333,3694.666667,48.93,2565.666667,2634.333333,49.33333333,1852.666667,1911,49.19666667,141,136.6666667,50.85,144.4566667,148.4133333,49.31666667,1531.666667,1658.333333,48.02333333,904,965.3333333,48.35,120,120.6666667,49.96666667,13.27,87.49666667,660.3333333,667.3333333,49.72666667,486.3333333,480.6666667,50.27666667,77,80.66666667,48.94,15.85333333,83.22666667,871.3333333,991,46.80333333,417.6666667,484.6666667,46.27666667,43,40,51.60666667,10.23333333,91.73666667,1679.666667,1681.333333,49.97,877.3333333,868,50.22333333,20.33333333,15.33333333,56.16,2.333333333,98.23,7.616666667,92.84,1.004666667
Montreal Canadiens,1718,0.353658537,0.573170732,0.548780488,82,4022.3667,47,26,9,44,103,0.628,3940,3559,52.54,2837,2574,52.43,2040,1910,51.65,154,129,54.42,158.09,138.59,53.29,1694,1538,52.41,1001,927,51.92,131,100,56.71,13.09,89.21,746,637,53.94,543,464,53.92,87,57,60.42,16.02,87.72,948,901,51.27,458,463,49.73,44,43,50.57,9.61,90.71,1841,1701,51.98,983,907,52.01,23,29,44.23,2.34,96.8,7.55,93.25,1.008,82,3957.550033,45,28.66666667,8.333333333,40,98.33333333,0.599666667,3727.333333,3599.666667,50.86333333,2684.333333,2591.333333,50.85666667,1949,1900,50.61333333,148.3333333,134.3333333,52.57333333,149.91,143.69,51.03666667,1595,1598.666667,49.93,951,942.3333333,50.21,125.3333333,113.6666667,52.62666667,13.17666667,87.95,688.6666667,652,51.31333333,507,476.3333333,51.51333333,79,73.33333333,52.20333333,15.58,84.65333333,906.3333333,946.6666667,48.92333333,444,466,48.78666667,46.33333333,40.33333333,53.55,10.44666667,91.33666667,1771.333333,1665.666667,51.54666667,931.6666667,878,51.45333333,22.33333333,20.33333333,52.62333333,2.423333333,97.69666667,7.62,92.92333333,1.005666667
