csdid,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96
527,6786,6859,3448,5.8,1168.37,47.5,51.6,2.1,6355,2995,2590,60,35,80,130,0,0,100,5970,3305,2670,2.6,1.6,1950,1625,325,0.31,35200,31300,6355,6130,0,215,5,6355,6295,50,5,5,6345,80,6355,6265,50,6350,180,6175,6350,120,6230,6350,20,3285,0,0,0,0,0,10,3030,5485,1185,1865,2435,50,42.4,15.1,6290,5795,155,335,40600,34840,38480,32880,72100,61800,110,2075,870,645,350,95,115,2405,100000,139800
528,5694,5268,4111,6.4,896.22,47.7,52.8,2.2,5650,2525,2285,25,5,35,80,0,0,95,4905,3190,1715,2.6,1.7,1795,1575,215,0.33,43000,36900,5680,5390,0,260,25,5680,5600,55,10,25,5630,210,5680,5510,130,5655,130,5525,5650,60,5595,5655,0,3305,0,0,0,0,0,20,2305,4860,905,1455,2500,53.6,46.9,12.3,5605,5140,215,255,51600,41560,45640,37160,96200,77500,125,1950,920,545,285,85,115,2160,200000,233800
529,9404,9413,4799,779.4,12.07,46.2,48.8,2.1,9245,4480,2190,200,215,355,925,0,90,500,8060,4050,4015,2.6,1.6,2665,1990,675,0.32,36920,31920,9265,8615,0,640,10,9265,9145,105,10,10,9235,300,9265,8980,210,9245,275,8970,9245,465,8780,9245,0,4750,50,0,25,0,0,60,4355,7905,1855,2555,3495,52.1,45.9,11.9,9160,8045,635,480,40640,34720,37360,32040,69100,59000,285,3180,2160,520,300,90,105,2565,139000,160800
531,4283,4155,3322,4.1,1052.9,52.6,58.4,2.1,4140,2020,1825,10,50,20,10,0,0,95,3870,2360,1505,2.5,1.6,1355,1155,195,0.34,40600,32800,4145,3985,0,155,0,4145,4115,25,0,0,4140,170,4145,4030,95,4140,140,4000,4140,70,4070,4140,10,2235,0,0,0,0,0,10,1870,3730,840,1080,1815,49.6,42.6,13.8,4125,3810,55,265,44960,37480,44920,36960,80500,67100,225,1360,560,415,190,110,85,1710,180000,242200
532,6153,6075,3739,8,769.64,49,54.4,2.2,6150,2800,2480,35,30,5,30,0,0,215,5410,3545,1860,2.6,1.7,1980,1760,220,0.31,41200,35100,6150,5800,0,345,0,6150,6095,50,5,0,6150,275,6150,5985,140,6145,115,6035,6145,90,6055,6145,15,3925,0,0,0,0,0,60,2145,5420,1115,1410,2895,51.5,44.9,12.7,6120,5555,190,380,45720,38000,44080,36560,85500,71100,305,2015,580,765,395,105,170,2470,200000,226200
533,3107,3186,1600,388.7,7.99,48.9,53.2,2.1,2990,1450,1030,55,140,30,185,5,5,5,2685,1375,1310,2.6,1.6,885,670,215,0.31,35800,31700,2990,2835,0,155,0,2990,2945,50,5,0,2985,100,2990,2905,70,2990,165,2825,2990,130,2865,2990,0,1875,0,0,35,0,0,15,1070,2545,535,695,1310,47.7,41.1,14,2975,2580,175,210,40720,34680,40000,33880,69400,59100,130,945,460,365,50,15,50,955,150000,165200
534,6137,6174,2817,8,770.57,47.6,51.6,2.3,5925,2630,2155,55,90,15,80,0,5,230,5305,3250,2060,2.7,1.6,1870,1590,280,0.29,46600,38000,5950,5755,0,195,0,5950,5910,35,0,0,5920,125,5950,5825,85,5925,170,5755,5930,130,5800,5925,0,3670,0,0,0,0,0,20,2210,5020,1000,1540,2480,56.5,49.5,12.3,5890,5415,235,245,43680,36600,42280,35480,81300,68100,160,2150,745,1065,145,40,145,2195,170000,204200
536,4007,4208,2017,445.6,8.99,44.8,47.2,2.1,3990,1880,1125,230,105,100,275,0,0,40,3440,1765,1680,2.7,1.7,1135,870,260,0.33,39000,34100,3990,3810,0,180,0,3990,3965,25,0,0,3990,135,3990,3875,95,3990,85,3910,3990,155,3840,3990,0,2720,0,0,35,0,0,0,1220,3420,655,1025,1745,57.7,49.7,13.7,3985,3540,155,290,44480,37120,40640,34160,78100,65600,100,1465,960,335,60,50,60,1165,150000,167600
538,9471,9075,4782,951.3,9.96,45.9,47.6,2.1,9195,4445,2610,270,130,120,1245,5,5,65,8105,4040,4070,2.7,1.7,2535,1960,575,0.36,38840,33160,9250,8715,0,520,10,9250,9150,85,5,10,9195,485,9250,8805,330,9195,300,8900,9195,910,8290,9195,10,5765,15,10,90,0,0,60,3235,7835,1385,2365,4085,54.6,48.2,11.9,9150,7780,640,730,45280,37600,43080,35760,77200,64300,465,3170,2075,715,150,105,135,2510,174000,195000
545,8963,8278,4478,9.7,926.43,44.9,47.2,2.4,8870,3775,2745,55,110,130,200,0,5,525,7535,4615,2920,2.8,1.9,2645,2270,370,0.31,49800,39400,8955,8000,5,940,15,8955,8785,140,15,15,8860,615,8955,8530,310,8865,305,8565,8865,580,8295,8865,25,6490,35,10,25,25,0,15,2235,7540,1070,1660,4805,59.7,54.4,9.1,8805,7840,445,515,51450,41560,50960,41000,99500,80300,580,3455,1730,1025,340,175,185,2995,250000,290400
546,4656,4364,2675,934.5,4.98,43.8,42,2,4455,2205,965,60,20,315,660,25,5,155,4095,1710,2390,2.7,1.8,1035,815,220,0.35,32200,28400,4485,4000,0,465,15,4485,4390,70,15,10,4440,545,4485,3955,415,4455,185,4275,4455,575,3880,4455,10,2895,95,0,45,65,0,45,1290,3800,435,1110,2255,61.4,50.7,17.6,4415,3475,500,450,42360,35880,38680,32800,70400,59800,305,1710,1230,265,80,60,70,960,250000,252800
552,4865,4928,2688,6.5,751.9,48.6,54,2.2,4745,2165,1630,100,0,10,185,0,0,240,4205,2330,1880,2.8,1.9,1360,1135,225,0.3,40900,35300,4765,4605,0,160,0,4765,4710,50,0,0,4745,255,4765,4620,100,4745,100,4645,4745,80,4665,4745,0,4000,0,0,0,0,0,0,730,4085,725,1050,2310,55.4,47.6,14.1,4720,4280,180,255,43680,36760,43280,36040,80900,68000,190,1710,870,350,260,150,80,1715,200000,238800
554,5207,5076,3257,2.6,2017.79,50.6,56.4,2.1,5070,2395,2085,20,5,50,130,0,5,105,4600,2880,1720,2.6,1.7,1600,1410,180,0.29,42300,36000,5125,2815,55,2250,0,5125,3410,1675,30,0,5070,200,5125,4900,80,5075,390,4685,5075,135,4935,5075,0,4155,0,0,65,0,0,0,845,4470,1050,1005,2415,52.8,41.4,21.4,5055,4550,220,290,42520,35880,41960,35240,77700,65600,190,1570,835,365,190,85,95,2030,174000,209200
556,3763,3796,2104,8.1,464.88,50,54.4,2.1,3680,1730,1475,20,5,10,115,0,0,110,3330,1970,1360,2.6,1.6,1150,960,190,0.31,36000,31800,3685,2930,0,755,0,3685,3390,280,10,0,3680,175,3685,3510,95,3680,335,3350,3680,10,3675,3680,0,2815,0,0,0,0,0,0,850,3230,615,745,1870,49.2,42.3,14.5,3665,3290,160,215,41320,35000,39840,33800,75100,63650,150,1205,425,430,225,45,85,1350,200000,220000
557,1610,1512,1287,2.5,646.26,53.4,59.2,2,1610,795,755,5,0,0,15,0,5,15,1475,860,620,2.5,1.5,500,425,75,0.37,40600,34200,1610,1345,5,265,0,1610,1490,115,0,0,1610,80,1610,1535,55,1610,120,1490,1610,10,1600,1610,0,1285,0,0,0,0,0,0,325,1460,340,350,770,43.5,33.2,23.6,1600,1455,45,100,50240,39280,55300,41040,91200,71400,100,415,150,120,60,40,40,695,174000,224400
561,93694,94285,46471,38.7,2419.7,46.9,50.4,2.2,92020,42315,31105,2815,705,1800,4455,215,65,1155,81945,41225,40725,2.6,1.6,27065,20130,6935,0.32,36760,31960,92280,88160,25,3995,100,92280,91480,640,65,90,91880,4370,92280,88510,2920,92020,2900,89120,92020,4930,87085,92020,95,69550,705,95,455,575,10,405,20125,80260,15235,22900,42120,51.8,41.7,19.5,91375,83420,5570,2380,42160,35840,40360,34160,77300,65800,2120,29285,13575,10425,3755,770,760,30045,160000,183600
564,2673,2567,1788,1.7,1603.85,47.7,52.8,2.2,2635,1215,1065,10,0,10,10,0,10,115,2330,1340,990,2.6,1.6,805,650,155,0.29,36400,31900,2650,2550,0,85,10,2650,2615,30,0,0,2630,85,2650,2595,55,2635,105,2525,2635,30,2605,2635,0,2005,0,0,0,0,0,0,615,2330,675,800,855,57.7,41.4,28.6,2630,2460,55,110,40760,34800,40520,34440,76400,65200,80,825,440,180,120,30,55,1110,150000,219600
567,3913,3843,1671,13.9,281.06,42.2,44.4,2.5,3915,1585,1410,0,0,15,15,0,0,150,3285,2080,1200,2.8,1.6,1220,1035,190,0.26,45400,38400,3915,3455,5,455,5,3915,3810,95,5,5,3910,50,3915,3865,20,3915,135,3775,3910,150,3760,3915,0,2480,0,0,0,0,0,0,1420,3285,525,1150,1605,61.8,55.3,10.6,3895,3715,85,90,45360,38440,46280,38600,89400,75700,35,1625,145,785,585,65,50,1500,174000,185400
568,69895,67575,33908,221.5,315.59,43.3,44,2.1,68180,31825,12750,1035,1930,3170,9955,2150,115,715,59710,29835,29875,2.7,1.7,18935,14630,4310,0.33,40880,35080,68840,58910,125,9395,410,68840,65790,2380,300,370,67770,7000,68840,62590,4810,68175,1895,66285,68180,7405,60770,68175,125,39890,660,150,2145,230,10,445,24510,58025,9400,19810,28820,60.7,54.1,10.9,67530,57305,7025,3205,44200,37600,41760,35400,77400,65900,5535,25850,13285,9720,1765,580,505,17235,174000,198400
573,803,707,492,3.8,209.52,48,51.2,2.1,800,385,345,0,0,5,10,0,0,25,710,435,275,2.6,1.6,255,215,40,0.3,50000,42000,805,735,0,65,0,805,780,15,5,0,805,10,805,775,15,800,25,775,800,0,800,800,0,480,0,0,0,0,0,30,290,705,110,280,315,56.7,48.9,13.8,800,725,15,65,53200,41100,61700,49700,94400,72800,15,275,80,110,55,15,25,360,170000,191000
575,907,894,421,100.6,9.02,43.1,45.6,2.3,885,385,290,45,20,5,15,0,0,15,740,385,350,2.8,1.8,255,185,65,0.26,38000,33200,880,805,0,75,0,880,845,40,0,0,905,95,880,835,30,915,30,885,915,75,840,915,0,555,0,0,0,0,0,0,330,725,160,300,260,58.6,47.6,18.8,915,835,10,65,39600,34200,35300,31500,68800,59600,105,335,185,90,25,20,20,300,100000,121000
577,2495,2341,1224,5,500.05,44.2,46.8,2.4,2495,1050,940,0,0,5,20,0,0,80,2120,1365,750,2.7,1.7,785,675,110,0.29,47200,40400,2495,2295,0,195,5,2495,2460,25,5,5,2495,155,2495,2340,130,2495,75,2415,2495,95,2395,2495,0,1700,0,0,0,0,0,0,770,2085,365,720,1005,62.4,54.4,12.7,2460,2315,30,115,44680,38080,44040,37360,87200,74600,160,1040,430,300,165,55,85,970,160000,196000
579,710,689,408,3,236.59,49.4,56,2.2,705,325,295,0,0,0,0,0,0,25,630,440,190,2.6,1.7,235,215,20,0.33,43000,35500,710,655,0,55,0,710,690,15,0,0,640,0,710,690,15,635,25,610,635,0,630,635,0,370,0,0,0,0,0,0,265,575,90,200,290,49.6,40,19.3,635,605,0,30,42000,35800,39600,33200,75000,64000,30,185,45,75,20,20,25,295,160000,236000
581,2048,1786,1096,245.3,8.35,50.7,57.2,2.1,1900,920,730,5,30,25,120,0,5,5,1825,1105,725,2.5,1.7,590,520,70,0.34,47400,40200,2000,1685,0,305,0,2000,1940,55,5,0,1900,165,2000,1875,95,1900,40,1855,1900,115,1780,1900,0,1045,25,0,15,0,0,0,805,1700,150,325,1225,55.9,53.2,4.7,1895,1635,115,145,53300,44280,53050,44040,93200,77400,240,720,500,100,70,10,35,680,300000,352000
582,648,657,346,8.2,78.6,47.8,52.8,2.3,645,280,255,0,0,0,0,0,0,25,570,365,205,2.6,1.6,205,175,30,0.31,60000,50000,645,595,0,50,0,645,630,10,0,0,685,30,645,625,15,685,0,685,685,25,665,685,0,465,0,0,0,0,0,0,220,575,65,195,315,60,50.4,15.9,675,560,65,60,44400,38400,47000,39200,88000,76500,70,250,60,130,35,15,15,245,150000,262000
584,1671,1839,772,16.3,102.83,45.6,49.6,2.3,1640,705,585,10,0,0,15,0,5,95,1410,905,510,2.7,1.6,525,450,75,0.29,34400,30800,1670,1550,0,120,0,1670,1650,20,0,0,1640,20,1670,1650,10,1640,40,1600,1640,20,1625,1645,0,875,0,0,0,0,0,0,765,1350,230,505,615,58.1,51.9,10.2,1635,1530,65,40,41840,36360,40520,34920,78000,67800,75,645,360,125,80,25,50,655,150000,163200
585,4510,4415,2278,328.7,13.72,45.6,48,2.1,4395,2075,1295,120,45,35,540,0,30,15,3825,1985,1840,2.7,1.7,1225,975,250,0.32,40200,34800,4425,3925,5,480,10,4425,4350,60,5,10,4375,305,4425,4195,175,4395,100,4295,4395,210,4185,4395,10,2385,10,15,40,25,0,10,1910,3745,600,1355,1795,57,51.4,9.6,4360,3690,325,350,40760,35400,37120,32280,71100,61700,360,1750,1245,260,175,20,50,1250,150000,162800
586,1024,1186,499,1.9,552.9,47.6,52,2.3,1015,450,425,0,0,0,0,0,0,25,910,585,325,2.6,1.6,325,285,40,0.26,30800,27600,1015,965,0,55,0,1015,995,20,0,0,1025,35,1015,1010,5,1025,80,950,1025,10,1015,1025,0,635,0,0,0,0,0,0,385,920,190,380,350,60.9,52.7,14.3,1025,995,20,15,36500,31950,34400,30000,72400,63600,65,430,60,235,95,10,30,415,116000,153500
588,346,335,182,0.9,373.2,46.6,50.4,2.2,345,160,140,0,0,5,0,0,5,10,300,200,95,2.6,1.7,115,100,10,0.32,34000,30000,345,335,0,15,0,345,345,0,0,0,335,0,345,340,0,335,0,330,335,0,335,335,0,160,0,0,0,0,0,0,180,290,65,100,125,48.3,41.4,14.3,325,310,0,0,38400,33200,35600,31200,71000,62000,15,110,0,40,65,0,0,145,115000,130000
591,486,452,227,1.3,362.08,44.6,47.2,2.3,480,200,170,0,0,0,0,0,0,35,410,270,145,2.6,1.6,150,135,20,0.27,38000,34000,475,435,0,45,0,475,465,10,0,0,480,15,475,465,5,480,0,470,480,0,465,480,0,250,0,0,0,0,0,0,230,405,90,125,190,60.5,58,0,475,440,15,20,40400,35200,38600,33200,75000,65500,10,210,40,40,80,25,25,185,129000,147000
592,610,608,258,20.7,29.44,44.6,48.8,2.4,610,250,215,0,0,0,0,0,0,30,530,340,190,2.7,1.6,195,165,25,0.28,35000,32000,610,575,0,35,0,610,595,10,0,0,610,0,610,605,5,610,65,545,610,0,610,610,0,410,0,0,0,0,0,0,200,520,105,230,180,62.5,56.7,10.8,605,550,35,15,40600,35000,39400,33800,83000,71000,0,270,60,50,115,25,25,235,105000,143000
595,5176,5119,2074,20,258.39,40.7,42,2.6,5175,2000,1695,5,5,0,5,0,0,280,4275,2755,1520,2.8,1.7,1595,1370,225,0.23,47800,40600,5175,4180,45,940,15,5175,4720,430,15,10,5170,125,5175,5040,60,5175,350,4825,5175,105,5070,5175,10,2845,0,0,0,0,10,25,2275,4275,835,1725,1720,60.9,56.5,7.3,5115,4600,185,330,48080,40640,45680,38440,98200,83300,110,2200,775,930,400,65,35,1875,200000,219400
596,9045,9223,3897,404.5,22.36,34.7,31.8,2.5,8980,3665,2220,355,470,40,530,40,5,0,7070,4315,2755,2.9,1.8,2475,2130,340,0.22,53250,45280,8980,6520,175,2270,10,8980,7665,1260,45,10,8980,390,8980,8560,215,8980,380,8595,8980,335,8645,8980,20,4430,25,15,25,0,0,95,4325,7005,825,2845,3330,69.8,66.7,4.6,8845,7390,555,900,53450,45240,51040,42800,98500,83300,310,4195,2905,1015,185,45,50,1810,250000,257600
599,1772,1831,726,1.9,919.94,42.3,44,2.5,1775,710,620,10,0,15,0,0,0,65,1500,985,515,2.7,1.6,565,490,75,0.26,46400,38400,1770,1440,5,325,0,1770,1675,90,5,0,1770,25,1770,1720,30,1775,75,1700,1775,35,1740,1775,0,935,0,0,0,0,0,0,830,1465,165,535,770,71.7,66.2,7.1,1750,1615,50,85,47080,39400,44600,37600,93600,78800,50,850,190,510,105,20,25,650,200000,214000
600,577,620,286,1.9,303.27,46.6,51.2,2.2,575,260,240,5,0,0,0,0,0,20,495,295,200,2.7,1.8,175,145,30,0.29,37500,33500,575,525,0,55,0,575,570,5,0,0,540,10,575,560,10,540,15,530,540,35,505,540,0,400,0,0,0,0,0,0,140,470,130,165,175,53.2,44.7,16,540,485,0,50,41200,35400,37000,32200,70000,60400,15,210,65,45,20,35,40,240,139000,139000
601,710,681,323,1.2,589.95,45.4,48.4,2.3,710,305,275,5,0,0,0,0,0,30,605,405,200,2.6,1.6,225,200,25,0.24,36500,32000,710,630,0,80,0,710,685,20,0,0,710,15,710,700,0,710,20,685,710,0,710,710,0,405,0,0,0,0,0,10,300,605,115,205,285,57,50.4,8.7,700,635,25,45,41400,36200,39800,34400,79000,69000,0,260,25,25,110,70,25,280,140000,154000
602,324,311,149,1.4,234.58,44.8,48,2.3,325,145,140,0,0,0,0,0,0,0,280,170,105,2.7,1.7,100,80,20,0.26,44000,40000,320,290,0,30,0,320,310,10,0,0,360,10,320,320,5,365,20,345,360,0,355,365,0,205,0,0,0,0,0,0,155,295,55,95,145,59.3,55.9,8.6,355,325,0,0,44000,39200,44000,38400,77000,69000,10,160,0,65,80,0,0,135,150000,192000
603,787,711,341,16,49.32,54.2,58.4,2.1,670,315,290,0,10,0,0,0,5,5,700,445,255,2.5,1.5,225,205,20,0.3,37000,32000,745,630,5,110,0,745,710,30,0,0,635,50,745,720,10,640,25,610,640,0,640,640,0,370,0,0,0,0,0,0,245,590,80,215,290,50.8,44.1,11.7,640,570,15,55,45600,38600,44000,36800,80400,68400,55,205,60,20,85,40,0,290,200000,240000
605,409,427,383,2.5,160.54,54.1,60.4,2,400,200,195,0,0,0,0,0,0,10,380,215,160,2.6,1.9,115,110,5,0.32,50000,40000,410,360,0,50,0,410,400,10,0,0,395,15,410,405,0,395,0,395,395,0,395,395,0,255,0,0,0,0,0,0,135,360,65,130,165,54.2,45.8,15.4,390,360,0,35,38400,33200,33200,28900,69000,59600,0,145,40,35,0,25,30,170,188000,170000
606,684,647,478,6,113.17,52.5,58,2.1,610,290,270,0,0,0,0,0,0,20,600,375,230,2.5,1.6,200,180,25,0.32,28000,26000,610,570,0,35,0,610,600,10,0,0,495,25,610,590,15,495,20,475,495,10,485,495,0,275,0,0,0,0,0,0,220,465,105,110,260,45.2,38.7,14.3,490,435,15,40,40600,35400,41400,35200,71500,62000,30,150,40,50,20,15,20,245,150000,190000
610,903,847,661,2,443.16,51.6,57.2,2.1,890,420,375,0,0,0,0,0,0,40,820,520,305,2.5,1.7,285,255,30,0.28,39500,35000,905,840,0,60,0,905,880,25,0,0,885,10,905,895,0,890,0,870,890,0,890,890,0,590,0,0,0,0,0,0,300,790,170,275,345,44.9,38.6,14.1,875,825,0,45,38300,33300,37900,32600,72800,63600,40,275,50,85,35,35,70,385,140000,194000
611,1028,924,850,5.9,173.25,52.2,57.6,2,1025,515,465,5,0,0,0,0,0,40,930,635,290,2.4,1.5,345,315,30,0.32,52800,44000,1025,915,0,115,0,1025,985,40,0,0,1025,15,1025,1015,5,1030,15,1015,1025,10,1015,1030,0,615,0,0,0,0,0,0,410,905,150,300,460,51.9,45.9,11.7,1025,865,55,100,47100,39700,46100,38700,82000,69200,25,360,95,65,70,115,25,480,184000,250000
614,1201,1104,647,63.2,19,50.5,56,2,1200,605,530,5,5,5,40,0,0,15,1055,610,450,2.5,1.6,360,300,60,0.29,32800,29400,1200,1140,0,55,5,1200,1175,20,0,5,1195,60,1200,1150,50,1205,25,1175,1205,20,1175,1200,0,875,0,0,0,0,0,0,320,1085,285,420,380,48.4,43.3,11.4,1195,1090,50,50,36100,31950,34500,30250,62400,55200,25,385,245,40,35,15,60,475,80000,105200
615,276,251,159,1.1,244.24,47,50.4,2.1,270,130,115,0,0,0,0,0,0,10,240,155,80,2.6,1.7,85,75,5,0.29,20000,19500,275,260,0,15,0,275,275,0,0,0,310,0,275,270,5,310,15,295,310,0,310,310,0,170,0,0,0,0,0,0,135,260,45,145,65,48.1,44.2,8,300,275,0,25,34000,30000,37600,32400,62000,55000,0,100,15,50,10,0,20,120,120000,136000
617,2969,2809,1216,24.5,121.24,42.6,44.4,2.5,2950,1165,1070,0,0,15,15,0,0,70,2460,1655,800,2.8,1.8,940,820,120,0.29,44000,37200,2950,2460,0,485,0,2950,2855,90,5,0,2950,20,2950,2905,35,2950,65,2885,2950,60,2890,2950,0,1995,0,0,0,0,0,0,955,2430,310,810,1305,59.7,55.6,6.9,2940,2700,70,170,49200,41240,48120,40040,99000,83000,85,1170,180,555,375,15,40,1105,224000,246400
619,342,325,134,47.1,7.26,39.7,38.8,2.7,340,125,110,0,0,5,5,0,0,5,280,185,95,3,1.9,100,95,10,0.25,56000,44000,340,270,0,70,0,340,320,20,0,0,420,15,340,335,0,420,15,405,420,0,420,420,0,290,0,0,0,0,0,0,130,350,50,140,160,70,58.6,18.4,420,405,0,10,50200,41600,53200,42000,116000,96000,20,165,0,125,30,0,0,145,180000,224000
623,1325,1301,550,9.2,144.77,42.4,44.8,2.5,1315,530,475,0,0,10,0,0,0,45,1095,735,365,2.8,1.7,420,365,55,0.28,42000,36500,1315,1130,0,180,0,1315,1280,30,0,0,1310,15,1315,1295,10,1310,40,1280,1310,15,1300,1310,0,695,0,0,0,0,0,0,620,1095,170,335,580,62.6,56.2,9.5,1290,1205,15,60,47800,40100,44200,36900,96400,80800,30,575,105,185,215,40,30,480,200000,208000
629,1401,1353,721,4.5,311.87,46,51.2,2.2,1385,620,575,0,0,0,20,0,5,20,1210,760,450,2.6,1.9,430,375,55,0.28,38000,33200,1390,1205,0,185,0,1390,1345,45,0,0,1385,30,1390,1360,25,1385,20,1365,1385,20,1365,1385,0,905,0,0,0,0,0,0,485,1230,255,440,530,55.7,51.6,7.3,1390,1235,45,100,41500,35900,39600,34000,77200,66800,35,555,155,215,60,70,60,560,139000,165000
630,1042,1061,522,3,349.22,43.9,47.6,2.4,1040,445,425,5,0,0,0,0,0,15,875,545,330,2.7,1.8,325,275,50,0.29,31600,28800,1040,920,5,115,0,1040,1010,30,0,0,1050,40,1040,1010,30,1045,0,1040,1045,15,1035,1045,0,530,0,0,0,0,0,0,525,830,150,300,380,59.6,53,10.1,1035,945,30,55,42400,37000,41700,36200,77200,67200,65,360,100,100,85,50,30,405,150000,170000
637,597,647,310,4,149.14,48.5,53.2,2.1,590,280,270,0,0,0,0,0,0,10,525,305,225,2.6,1.6,185,150,30,0.27,38500,34000,595,535,0,60,0,595,580,15,0,0,580,0,595,590,5,585,15,570,585,10,575,585,0,360,0,0,0,0,0,0,210,520,85,205,240,58.7,48.1,18,585,565,0,15,40600,35200,39200,33600,71500,62400,35,210,85,40,45,25,10,255,150000,166000
638,348,350,154,102.8,3.39,50.1,55.6,2.1,295,145,130,5,10,0,0,0,0,0,300,135,165,2.7,1.8,85,60,25,0.27,46000,39000,300,270,0,25,0,300,285,15,0,0,255,0,300,285,5,255,0,250,255,0,255,255,0,180,0,0,0,0,0,0,60,235,80,80,75,55.3,40.4,26.9,250,230,0,0,36800,32400,35600,31400,62000,55000,10,85,0,30,0,20,20,115,135000,140000
640,282,213,196,5.9,47.64,46.2,49.6,2.1,280,130,125,0,0,0,0,0,0,0,235,155,80,2.6,1.7,85,75,10,0.24,42000,36000,285,225,0,60,0,285,265,15,0,0,275,0,285,275,5,270,0,265,275,0,275,270,0,200,0,0,0,0,0,0,70,215,15,105,100,53.5,30.2,43.5,265,255,0,0,45200,39600,45200,39200,78000,68000,10,30,25,10,0,0,0,110,200000,236000
642,1064,892,610,2,519.54,47.2,52,2.2,1065,485,470,0,0,0,0,0,0,10,920,565,355,2.7,1.7,315,280,30,0.3,33600,29200,1065,960,0,100,0,1065,1030,35,0,0,1065,20,1065,1030,20,1065,25,1040,1065,55,1015,1065,0,575,0,0,0,0,0,0,485,900,220,300,375,48.3,42.2,13.8,1060,990,10,60,36800,32200,39600,32900,66400,58200,40,300,45,65,110,40,45,455,150000,168000
644,4766,4466,1919,20.2,236,42.5,44.8,2.6,4765,1865,1725,15,0,25,0,0,0,95,3950,2665,1285,2.8,1.7,1510,1330,180,0.28,42800,36400,4770,3600,5,1155,5,4770,4490,255,15,5,4765,125,4770,4600,80,4765,100,4665,4765,110,4650,4765,0,2670,0,0,0,0,0,10,2075,3920,625,1330,1965,62.4,57.7,7.6,4705,4290,210,210,49040,40960,46200,38800,98100,82000,125,1795,320,970,400,65,40,1775,236000,264400
647,997,908,570,5.8,173.27,46.7,51.2,2.4,985,420,390,0,10,5,0,0,0,15,850,555,295,2.7,1.8,315,270,45,0.28,36500,32000,1000,855,0,135,5,1000,960,40,0,5,985,65,1000,950,35,985,40,945,985,25,960,985,0,525,0,0,0,0,0,0,455,835,165,230,440,60.5,55.1,8.9,975,890,10,80,40700,35700,39400,34300,80400,70400,65,320,95,120,65,15,25,365,150000,199000
648,381,408,170,144,2.65,48.6,51.6,2.1,340,165,130,5,0,0,5,0,10,15,335,135,200,2.8,1.8,90,60,30,0.31,36500,32500,340,305,0,35,5,340,330,10,0,0,365,10,340,330,5,370,55,310,370,0,360,370,0,240,0,0,0,0,0,0,125,305,75,130,100,39.3,34.4,8.3,365,365,0,0,34800,28400,34800,31200,60800,52000,15,100,25,15,30,20,0,120,100000,116000
649,1120,1058,978,3.7,304.62,53.1,59.6,2,1115,545,525,0,0,5,0,0,0,20,1015,655,360,2.4,1.6,360,325,35,0.31,46000,40000,1120,985,5,130,0,1120,1065,50,5,0,1090,45,1120,1075,35,1090,10,1080,1090,15,1080,1090,0,730,0,0,0,0,0,0,350,965,220,275,475,44,35.2,18.8,1085,1010,25,55,38200,33800,39900,33800,66800,59000,45,300,75,80,70,55,20,505,174000,200000
651,2441,2425,1144,106.3,22.96,47.9,50.8,2.4,2380,1010,765,30,25,5,155,0,0,30,2135,1315,820,2.7,1.6,720,635,90,0.35,38600,34000,2440,440,145,1845,10,2440,595,1815,20,10,2375,210,2440,2185,165,2380,55,2320,2380,210,2170,2380,0,1910,0,0,0,0,0,0,460,2075,515,645,915,61.7,53.3,13.7,2360,2145,105,115,42080,36240,40960,35200,84200,72400,165,925,525,155,175,60,0,775,200000,216800
660,79470,71889,37318,564.9,140.67,41.9,40.8,2.2,77405,35120,14770,4380,805,2325,10595,1130,85,1035,67445,35785,31655,2.7,1.7,21270,17480,3790,0.32,40360,34680,78210,41625,2015,34135,435,78210,54115,22410,1275,410,76945,11540,78210,67140,7465,77405,2080,75325,77405,11545,65860,77405,180,45645,995,205,2485,605,10,660,26615,65515,9695,19070,36750,65,59,9.1,76675,62765,8120,5795,46160,38960,43480,36520,82900,70000,8460,30480,17120,10300,1940,470,650,19640,200000,237600
661,3377,3388,1432,3.9,874,44,46.8,2.5,3320,1355,1240,0,0,15,15,0,0,80,2855,1775,1075,2.7,1.8,1035,880,165,0.28,35200,30400,3320,2790,0,525,5,3320,3215,100,5,5,3315,60,3320,3250,45,3320,50,3270,3320,35,3285,3320,0,1805,0,10,0,0,0,0,1500,2775,580,1055,1140,59.6,54.6,8.5,3300,3090,90,120,40200,34720,39320,33800,79400,68600,90,1285,360,465,345,75,35,1200,150000,184000
662,2387,2284,996,176.1,13.56,43.9,45.2,2.4,2325,970,730,20,45,30,85,0,0,60,1985,1135,850,2.8,1.8,700,560,135,0.27,37200,32400,2325,1895,5,420,5,2325,2230,90,5,0,2325,95,2325,2220,65,2325,55,2270,2325,75,2250,2325,0,1365,0,0,0,55,0,0,900,1925,380,740,805,63.9,57.4,10.6,2300,1975,100,225,42760,36880,39960,34400,81800,70600,75,970,230,485,200,30,25,750,180000,207200
