csdid,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col88,col89,col90,col91,col92,col93,col94,col95,col96
414,648,617,386,245.7,2.64,53.8,60,2,650,325,220,25,65,0,5,0,0,0,585,350,240,2.4,1.5,210,170,35,0.28,40000,35000,650,560,0,80,0,650,615,30,0,0,610,25,650,630,10,610,10,595,610,0,600,20,610,0,520,0,0,0,0,0,0,75,575,195,175,205,44.3,31.3,27.5,610,515,45,45,36000,31500,35400,30900,63800,55800,170,90,45,30,10,0,215,276000,316000
417,586,596,240,31.3,18.75,43.3,47.2,2.5,580,235,210,10,10,0,0,0,0,5,505,325,175,2.8,1.7,180,165,15,0.24,56000,46000,585,515,0,65,0,585,575,5,0,0,580,25,585,560,15,590,0,585,590,25,565,10,590,0,430,0,0,0,0,0,0,155,505,80,105,320,77.2,70.3,9,585,520,40,25,48400,40000,44600,37800,102000,85000,310,165,105,20,15,0,195,348000,392000
420,387,414,163,31.5,12.27,42.1,46,2.5,385,155,145,5,0,0,0,0,0,0,320,205,115,2.8,1.8,120,105,20,0.24,52000,44000,385,345,0,45,0,385,385,0,0,0,390,50,385,365,20,390,0,390,390,0,385,0,390,0,315,0,0,0,0,0,0,75,300,25,100,170,80,75,6.3,385,335,0,50,50800,43200,49200,40800,102000,86000,170,40,95,15,0,15,120,280000,296000
425,337,266,135,29.1,11.58,38.7,40.8,2.7,335,125,115,0,0,5,0,0,0,5,260,185,80,3.1,1.9,95,90,5,0.23,40000,34000,340,285,0,55,0,340,325,10,0,0,330,20,340,325,5,325,0,325,325,20,305,0,325,0,170,0,0,0,0,0,0,150,270,35,75,160,75.9,66.7,12.2,320,300,0,15,46000,38800,41200,34800,98000,82000,135,25,90,10,0,0,105,300000,312000
427,1521,1321,1134,16.1,94.72,47.4,52.8,2.3,1465,635,605,0,25,5,0,0,0,0,1320,900,415,2.6,1.7,485,440,45,0.3,47200,38800,1475,1295,5,170,5,1475,1425,45,5,5,1460,60,1475,1420,40,1465,20,1445,1465,25,1440,15,1465,0,995,0,0,0,0,0,0,460,1235,195,285,760,65.6,57.5,11.7,1445,1285,15,140,50300,41700,58900,45500,95200,79200,565,160,205,130,60,15,565,320000,362000
429,1475,1406,586,30.6,48.27,40.5,42,2.7,1465,555,495,15,15,10,10,0,0,10,1215,765,455,2.9,1.8,430,380,55,0.27,41600,30600,1475,1295,5,170,5,1475,1450,15,5,5,1455,55,1475,1420,35,1465,45,1425,1465,55,1410,0,1465,0,980,0,0,0,0,0,0,485,1220,195,265,765,69.7,65.2,6.5,1455,1395,20,40,48300,39400,45100,37700,103600,84800,640,200,320,75,25,15,445,300000,330000
432,6574,5348,2770,233,28.21,39.7,38.8,2.5,6545,2640,1610,230,375,55,205,0,0,170,5415,3275,2145,2.9,1.8,1910,1610,295,0.28,42800,36400,6575,5500,5,1030,40,6575,6385,145,10,35,6510,825,6575,5955,525,6545,105,6440,6550,815,5730,705,6545,35,4360,65,20,85,55,0,10,1925,5370,600,1325,3445,69.3,63.9,7.8,6490,5315,445,725,49800,41560,46840,38880,97700,81500,2910,1140,1415,210,70,70,1755,324000,358000
434,1285,1300,879,9.6,134.13,46,50.8,2.4,1280,540,505,0,0,0,5,0,0,25,1120,745,370,2.7,1.7,405,365,40,0.28,37200,31200,1285,1185,0,95,5,1285,1260,20,0,5,1265,45,1285,1250,20,1285,10,1275,1285,20,1260,30,1285,0,985,0,0,0,0,0,0,295,1130,195,345,595,67.3,60.6,9.9,1275,1230,15,30,49100,41400,44100,36600,101200,85600,610,175,330,50,40,10,465,224000,260000
436,788,724,365,60.9,12.94,42,43.6,2.4,785,320,265,0,0,0,60,0,0,0,665,370,295,2.9,1.8,210,180,35,0.26,35000,30400,790,740,0,50,0,790,770,15,0,0,910,180,790,700,75,905,10,895,910,170,735,120,905,0,630,0,0,0,0,0,0,275,725,120,310,295,66.2,58.6,11.5,890,840,15,35,38200,33100,34500,29900,74000,64400,380,205,105,55,10,10,265,200000,210000
437,1191,1030,991,12,98.97,46.5,50.8,2.3,1190,520,485,0,0,0,0,0,0,35,1025,705,315,2.6,1.7,390,345,45,0.31,40000,34000,1190,1075,0,110,5,1190,1145,40,0,0,1185,45,1190,1160,25,1190,20,1165,1190,40,1150,40,1190,0,800,0,0,0,0,0,0,380,1025,150,320,560,64.1,56.8,12.1,1185,1005,85,90,44700,37600,44900,37200,87200,73200,470,170,230,40,15,20,450,250000,287000
438,388,336,169,97.8,3.97,41.3,41.6,2.4,385,160,110,10,10,0,30,0,0,0,320,210,105,2.7,1.8,120,100,20,0.3,38000,33000,385,370,0,15,5,385,380,5,0,5,345,20,385,365,20,350,0,350,350,0,335,0,350,0,230,0,0,0,0,0,0,115,290,35,75,190,74.1,72.4,4.7,345,275,15,60,48800,40000,54400,44000,90000,74000,180,50,95,30,0,0,105,300000,312000
442,1811,1874,1050,10.5,172.1,45.9,51.2,2.3,1810,780,675,5,10,10,10,0,0,65,1565,1080,485,2.6,1.7,595,535,60,0.26,46000,39600,1815,810,15,990,0,1815,1030,765,20,0,1810,25,1815,1730,10,1815,50,1765,1815,25,1785,0,1810,0,1450,0,0,0,0,0,0,325,1555,375,490,690,70.1,64,9.2,1805,1620,40,145,46240,38840,45440,38080,91600,77000,840,245,345,100,70,90,715,200000,232000
445,315,300,137,40,7.88,44,48.4,2.4,315,130,95,10,0,0,0,0,0,25,270,170,100,2.7,1.7,105,80,20,0.31,44000,38000,315,270,0,40,0,315,305,10,0,0,305,15,315,300,10,305,0,305,305,0,295,15,305,0,225,0,0,0,0,0,0,80,270,70,70,125,58.5,49.1,12.9,300,275,20,0,44400,38400,44000,36000,88000,76000,125,65,30,10,10,10,125,276000,288000
446,992,873,401,284.1,3.49,41.5,42.4,2.5,965,385,325,15,30,5,5,0,0,0,795,480,315,3,2,275,240,40,0.23,41000,35500,965,760,0,200,0,965,885,75,0,0,965,20,965,935,15,965,0,955,965,10,955,25,965,0,655,0,0,0,0,0,0,310,740,120,225,395,70.3,65.5,6.7,935,855,40,45,46900,39800,44700,37400,88400,74800,410,215,125,35,25,10,295,260000,268000
448,340,300,155,250,1.36,45.7,48.4,2.3,340,145,120,10,10,0,0,0,0,0,295,190,110,2.8,1.7,105,90,10,0.28,39000,33000,340,70,5,260,0,340,105,230,0,0,345,10,340,325,0,345,15,330,345,0,345,0,345,0,290,0,0,0,0,0,0,60,325,85,100,140,58.5,52.3,10.5,350,325,0,20,40400,32200,42000,34800,78000,62000,155,60,55,25,0,0,105,224000,216000
449,414,415,211,244.1,1.7,53.5,58.8,2,385,195,115,15,60,0,5,0,0,5,370,205,170,2.5,1.5,115,95,20,0.26,32500,29600,415,165,5,240,0,415,220,190,5,0,440,25,415,395,5,445,0,445,445,35,410,0,445,0,365,0,0,0,0,0,0,80,405,100,105,210,54.3,50.6,4.5,435,405,10,25,39200,34200,39600,33800,69500,60800,180,65,105,10,0,0,130,178000,188000
452,617,639,318,6,102.61,42.6,44,2.4,615,260,240,0,0,0,0,0,0,15,500,325,175,2.8,1.8,190,160,30,0.24,33000,30000,615,575,0,40,0,615,610,10,0,0,520,0,615,605,5,520,20,495,520,0,520,0,520,0,420,0,0,0,0,0,0,85,450,140,170,135,58.9,48.9,17,510,500,0,0,36600,31800,36800,31700,70000,60400,190,70,35,60,0,15,210,200000,206000
454,876,815,402,479,1.83,48.5,51.2,2.2,800,375,195,25,80,5,60,0,0,5,760,340,415,2.7,1.7,210,160,55,0.3,33600,30000,800,765,0,35,0,800,790,10,0,0,800,190,800,695,100,800,0,795,800,185,610,160,800,0,590,0,0,0,0,0,0,180,665,165,250,250,53.4,48.9,8.5,790,655,55,80,32600,29150,30700,27400,56800,50800,305,145,130,15,10,10,145,150000,176000
455,1129,1054,529,8.4,133.78,43.5,47.6,2.5,1130,460,420,0,5,0,5,0,0,25,935,600,340,2.8,1.8,355,300,55,0.26,39500,34000,1125,1055,0,75,0,1125,1110,20,0,0,1130,10,1125,1125,0,1130,0,1125,1130,10,1120,10,1130,0,865,0,0,0,0,0,0,260,920,290,310,310,64.1,49.5,22.9,1115,1005,25,90,37200,32500,34600,29700,73200,63800,390,100,125,120,25,25,395,180000,201000
458,314,325,134,27.2,11.54,46.2,49.6,2.5,315,130,120,5,0,0,0,0,0,0,280,175,100,2.6,1.6,100,80,15,0.3,28000,24000,315,270,0,45,0,315,295,20,0,0,280,0,315,295,20,280,10,270,280,0,270,15,280,0,265,0,0,0,0,0,0,15,245,75,65,105,65.3,51,21.9,280,255,10,15,41200,35200,41600,35600,79000,67000,120,75,30,0,0,10,110,250000,292000
459,262,292,127,10.1,26.03,41.8,46.4,2.6,260,100,95,0,0,0,0,0,0,5,215,145,70,2.8,1.8,85,70,10,0.25,56000,48000,260,220,0,45,0,260,260,5,0,0,300,15,260,250,10,305,0,300,305,0,290,0,305,0,285,0,0,0,0,0,0,20,255,70,105,80,68.6,56.9,14.3,295,280,0,0,44000,37200,42000,35200,96000,82000,135,70,50,0,0,0,110,200000,228000
461,744,719,368,126.7,5.87,46.4,47.2,2.1,745,345,250,25,15,0,50,0,0,5,650,320,325,2.7,1.6,195,150,50,0.3,36400,31800,740,635,0,105,0,740,695,50,0,0,725,135,740,615,105,725,30,695,725,135,590,140,725,0,680,0,0,0,0,0,0,45,615,175,235,200,65,56.9,11.3,715,575,80,70,42800,36200,39800,33400,76000,64400,330,240,50,10,0,25,200,160000,194000
472,725,758,399,257.3,2.82,44.9,48.8,2,725,365,320,0,10,5,25,0,0,5,615,330,280,2.5,1.7,225,160,65,0.29,39500,33500,725,700,0,20,0,725,715,5,0,0,725,25,725,710,15,725,60,665,725,20,705,0,725,0,415,0,0,0,0,0,10,295,610,235,135,230,68,59,12,720,640,35,50,41600,35400,41800,34600,68400,58000,320,185,75,30,15,20,285,150000,154000
476,7870,7899,3818,5.2,1526.07,47.5,51.6,2.3,7795,3455,3305,25,10,25,65,0,0,20,6885,4525,2355,2.6,1.7,2525,2240,285,0.3,40900,34500,7825,3320,35,4440,20,7825,4800,2945,55,20,7795,40,7825,7385,75,7795,1930,5860,7795,95,7700,55,7795,0,5600,0,0,0,0,0,25,2155,6805,1990,1515,3300,57.9,50.8,12.3,7740,7345,165,230,43680,36400,43040,35520,84100,70100,3075,1305,1215,405,70,85,3155,170000,204600
477,10067,9845,5072,17.2,584.69,46.7,50.4,2.2,9945,4430,4090,60,60,35,110,0,5,70,8705,5425,3280,2.7,1.7,3120,2680,435,0.3,42720,36680,9985,8275,5,1705,5,9985,9290,675,15,5,9935,205,9985,9720,105,9945,1570,8375,9945,225,9720,155,9945,10,6130,0,10,0,0,0,40,3745,8585,1915,2160,4510,59.2,51.7,12.9,9870,9105,455,310,43120,36680,42560,35800,81100,68900,4000,1910,1440,400,135,120,3835,180000,212400
480,7678,8018,4393,9,851.14,51,56,2.1,7515,3610,3390,10,15,30,110,0,5,55,6895,4190,2705,2.5,1.5,2415,2070,350,0.3,40680,34560,7545,2275,85,5165,15,7545,3190,4250,95,15,7500,215,7545,7010,110,7515,1300,6215,7515,205,7315,135,7515,0,5625,0,0,0,0,0,10,1860,6735,2090,1440,3200,51.4,44.9,12.6,7465,6690,320,460,40040,34240,38800,32960,73300,62700,2745,1305,865,330,170,80,3135,174000,205800
482,2001,2060,1133,634,3.16,50.2,55.2,1.8,1890,1030,570,35,25,35,360,0,0,5,1775,775,1005,2.5,1.6,505,375,130,0.31,30900,27800,1895,1730,0,160,10,1895,1830,55,0,10,1870,180,1895,1755,120,1890,160,1735,1890,155,1740,115,1890,0,1125,0,0,30,0,0,0,705,1715,515,510,690,49.6,40.8,17.6,1875,1585,125,165,34960,30880,31040,27280,55500,49100,620,430,65,75,25,30,420,170000,190000
493,5218,4947,2516,25.3,206.51,45.7,50,2.3,5180,2300,2030,65,15,30,65,5,5,85,4475,2800,1670,2.6,1.7,1635,1385,255,0.28,40400,34800,5215,4840,0,370,5,5215,5090,120,5,5,5170,135,5215,5080,90,5175,315,4860,5175,85,5090,55,5175,10,2755,0,0,0,0,0,50,2370,4395,920,1175,2290,57.5,52.2,9.3,5130,4560,180,385,40240,34560,38000,32320,74600,64100,2035,910,630,300,125,65,1855,200000,237600
498,1064,1036,599,341.4,3.12,54.2,60,1.9,1010,525,320,15,35,5,145,0,0,0,945,525,420,2.6,1.8,295,260,40,0.36,44000,37600,1010,910,0,100,0,1010,995,15,5,0,1010,55,1010,960,40,1010,65,945,1010,20,990,15,1010,10,515,0,0,0,0,0,0,480,885,95,245,545,45.2,40.7,10,1010,870,55,80,47800,39900,44300,37000,78400,65200,285,135,105,20,10,20,350,400000,436000
503,22355,22234,10711,18.1,1233.05,43.7,45.6,2.3,22025,9460,7650,790,235,100,340,0,20,330,18670,11775,6900,2.7,1.8,6785,5830,955,0.28,41360,35360,22105,20175,40,1860,35,22105,21395,670,20,30,21990,815,22105,21325,530,22020,1035,20990,22020,640,21380,295,22020,30,11590,0,0,10,0,0,145,10235,18350,3640,5840,8865,57.7,52.6,8.9,21830,19705,810,1315,43560,36840,41560,35080,81700,69100,8400,3845,2990,1110,165,290,6825,240000,257200
509,5264,5219,2591,19.9,264.86,48,52.8,2.3,5215,2290,2045,95,5,30,65,0,0,45,4620,2935,1680,2.6,1.6,1660,1450,205,0.31,40000,34400,5215,4885,5,325,5,5215,5150,50,5,10,5215,235,5215,5065,115,5210,155,5055,5210,150,5060,105,5210,25,2620,0,10,0,0,0,50,2485,4575,805,1150,2615,56.9,49.8,12.3,5190,4750,135,305,44240,37080,42960,35720,85600,71900,1860,690,720,195,125,125,1905,260000,314400
512,19509,19016,9136,15.6,1250.5,45.9,48.8,2.3,19125,8370,6675,220,70,125,755,0,20,510,16670,10085,6590,2.7,1.7,5940,4990,950,0.3,43000,36480,19270,18260,0,1005,10,19270,19075,185,5,5,19115,560,19270,18915,260,19120,585,18535,19125,780,18350,280,19120,20,10325,85,10,10,0,0,110,8565,16290,3285,4595,8410,55.9,50.1,10.3,18955,17135,675,1140,43640,36680,41720,35120,82000,69100,6910,2180,1435,1370,1140,790,6555,230000,257600
513,22892,22453,10046,12.8,1786.53,42.5,44.4,2.4,22860,9390,7660,360,155,150,590,0,10,460,19175,12125,7055,2.8,1.7,7080,6015,1070,0.28,45880,38320,22880,21345,0,1475,55,22880,22515,295,15,55,22790,1005,22880,22035,675,22855,985,21870,22855,585,22275,355,22855,15,13050,10,30,45,45,10,105,9555,19140,3365,5660,10110,64.8,57.8,10.8,22660,20585,905,1170,48240,39720,47400,38960,95600,78800,9020,2040,2360,2905,1110,610,7540,274000,296000
520,12476,13098,5779,8.6,1443.12,44.2,47.2,2.3,12420,5320,4385,160,20,115,310,5,5,320,10555,6630,3925,2.7,1.7,3895,3280,620,0.29,41400,35040,12440,11820,0,610,10,12440,12330,85,15,5,12400,320,12440,12180,195,12420,565,11860,12420,195,12230,170,12420,0,6560,0,10,0,20,10,70,5735,10505,1975,3100,5430,59.5,52.7,11.4,12295,11235,585,480,44280,37280,42920,35960,84800,71400,4920,1930,1660,530,330,470,4270,200000,231800
521,1557,1373,739,88.4,17.62,44.6,47.6,2.2,1560,715,455,60,45,35,45,0,0,60,1295,760,535,2.7,1.7,465,380,85,0.3,38400,33200,1560,1475,0,80,0,1560,1535,20,0,0,1565,30,1560,1525,20,1565,95,1470,1565,25,1540,25,1565,0,825,0,0,0,0,0,25,705,1305,220,430,655,59,54.4,7.1,1545,1330,60,155,48400,40100,44300,37600,86200,71400,640,220,185,135,85,20,435,220000,237000
524,19806,19534,9836,15.9,1248.24,45.6,48.8,2.3,19620,8700,6465,235,150,255,745,0,20,830,16925,10350,6570,2.7,1.7,6060,5120,935,0.3,41040,35040,19630,18380,5,1235,15,19630,19430,175,10,15,19595,785,19630,18975,500,19620,685,18935,19620,710,18910,525,19620,35,11395,150,15,60,35,0,70,7855,16735,3300,4850,8585,58.9,52.7,10.6,19470,17530,945,995,46280,38560,44560,36960,86400,72000,7490,3205,2585,665,420,610,6705,200000,227400
530,1170,1190,576,109.6,10.68,43.7,46,2.2,1150,535,390,5,10,5,100,0,5,20,965,520,445,2.8,1.8,325,260,65,0.39,33200,29600,1155,1110,0,30,15,1155,1140,5,0,15,1120,65,1155,1100,55,1155,25,1120,1155,95,1060,60,1155,0,625,0,0,35,0,0,0,480,950,245,265,440,50,41.1,17.9,1135,980,45,110,39200,34000,35900,30700,66800,58200,350,185,110,25,15,15,355,125000,153500
535,3540,3628,1660,248.6,14.24,44.3,47.2,2.3,3530,1565,1165,65,60,30,140,0,5,105,2965,1590,1380,2.7,1.7,1065,785,275,0.3,39000,34000,3530,3440,0,85,0,3530,3505,20,0,0,3520,115,3530,3475,35,3525,115,3410,3520,110,3410,45,3520,0,2155,0,0,0,0,0,15,1310,2950,620,1035,1295,54.2,44.6,17.5,3490,3100,195,195,40280,34840,37520,32360,73000,63100,1165,690,340,65,40,30,1125,130000,149600
537,8386,8443,4470,6.7,1254.87,47.1,52,2.2,8320,3715,3230,25,25,30,80,5,0,330,7250,4435,2815,2.6,1.7,2635,2190,440,0.32,44500,37000,8320,7995,0,320,5,8320,8270,50,0,5,8290,200,8320,8220,80,8320,175,8140,8320,155,8165,95,8320,0,5540,0,0,0,0,0,25,2750,7180,1405,1880,3895,54.2,46.7,13.9,8290,7595,275,420,46520,38840,45760,37720,87500,73000,2895,1025,1175,385,130,185,3245,180000,219200
539,2407,2474,1167,396.7,6.07,44.8,47.6,2.2,2365,1095,815,40,25,65,115,0,5,25,2075,1045,1030,2.7,1.7,700,515,185,0.29,36000,31400,2370,2300,0,65,0,2370,2355,10,0,0,2365,35,2370,2325,30,2370,75,2295,2365,65,2305,0,2370,0,1490,0,0,0,0,0,0,855,2110,480,650,975,54.7,46,16,2365,2140,135,90,41160,35160,37320,31880,77200,65800,840,465,265,45,25,30,805,120000,128800
542,2161,2233,1538,1.1,1904.08,51.7,57.6,2,2125,1045,940,5,0,5,25,0,0,75,1930,1240,695,2.5,1.7,680,605,70,0.29,36600,32000,2130,2040,0,85,0,2130,2100,30,0,0,2120,45,2130,2090,30,2120,100,2025,2120,15,2105,20,2120,0,1410,0,0,0,0,0,0,695,1860,545,490,830,50,40.3,19.4,2095,1935,20,145,38440,32960,38560,33080,66000,56800,665,240,155,110,55,100,945,150000,172000
543,4585,4670,3043,2.2,2115.25,52.3,58.4,2,4520,2220,1880,15,0,5,90,0,5,225,4070,2420,1650,2.5,1.6,1410,1180,225,0.31,35200,31150,4525,4375,0,145,0,4525,4460,55,0,0,4510,160,4525,4430,70,4520,300,4220,4520,240,4280,75,4520,0,3550,0,0,0,0,0,15,940,4040,1230,1130,1685,46.4,38,18.1,4500,4145,140,210,38240,32800,38760,32800,67900,58250,1280,605,260,210,75,125,1920,120000,164400
544,627,722,316,35.2,17.83,49.3,54.4,2.2,630,290,240,10,0,5,20,0,0,20,565,330,235,2.6,1.6,205,165,40,0.33,44000,35000,625,610,0,15,0,625,625,5,0,0,635,0,625,620,5,630,40,600,635,55,580,0,630,0,540,0,0,0,0,0,0,90,565,155,120,290,51.3,41.6,19,625,585,10,30,47600,39800,45800,37800,91000,76500,215,90,80,30,10,0,245,120000,146000
547,6138,6306,2849,11.8,522.29,44.7,48,2.4,6130,2595,2060,0,0,5,45,0,5,480,5205,3245,1960,2.8,1.7,1905,1610,295,0.29,44100,37800,6140,5360,0,770,5,6140,5885,235,15,0,6115,175,6140,5955,90,6130,655,5470,6130,185,5945,55,6130,20,5065,0,0,0,0,0,10,1030,5195,1075,1185,2940,61.2,53.3,12.9,6100,5645,240,210,44520,37360,43960,36720,86400,72400,2465,725,1150,410,80,100,2375,180000,209200
549,3167,3166,1969,3.1,1025.65,49.4,54.8,2.2,3110,1435,1240,0,0,10,25,0,0,150,2825,1705,1125,2.6,1.7,975,840,140,0.3,46200,39000,3120,2880,0,235,0,3120,3080,35,0,0,3110,175,3120,2990,95,3110,100,3015,3110,40,3065,100,3110,0,2355,0,0,0,0,0,15,730,2785,400,785,1595,53.7,44.5,17.4,3090,2890,90,110,45640,38200,44280,36920,85200,71300,1065,345,380,200,65,65,1305,200000,219200
550,3210,3214,1523,396.3,8.1,45.1,46.8,2.2,3145,1415,820,105,5,70,310,0,0,110,2785,1420,1365,2.7,1.7,895,700,195,0.31,35600,31050,3140,2810,0,330,5,3140,3060,75,0,5,3145,190,3140,2940,140,3140,110,3030,3145,180,2960,145,3140,0,2305,15,0,40,0,0,0,765,2700,390,770,1540,57.4,46.9,18.4,3125,2760,170,195,42040,35520,40120,33640,78400,66300,1140,790,180,80,70,30,860,166000,189600
555,3136,3150,1692,24.2,129.32,49.6,54.8,2.2,3100,1435,1285,0,5,10,95,0,5,30,2780,1600,1185,2.6,1.6,965,790,175,0.29,37800,31500,3105,1365,5,1730,5,3105,2080,990,30,5,3095,70,3105,2880,40,3100,455,2650,3100,15,3085,10,3100,0,2680,0,0,0,0,0,25,400,2780,730,535,1515,46.9,39.7,14.9,3075,2835,130,110,39200,33440,39160,33000,73600,62750,1015,475,255,160,85,45,1205,150000,203200
562,4077,3985,2755,3.3,1228.63,50.4,56,2.1,3995,1860,1640,5,0,35,70,0,5,105,3595,2220,1375,2.6,1.7,1250,1095,160,0.3,43000,36200,4010,3845,0,160,0,4010,3960,40,5,0,3985,195,4010,3895,100,3995,160,3835,3995,70,3920,115,3995,20,2890,0,0,0,0,0,20,1040,3475,505,995,1975,50.6,39.9,21.3,3960,3650,145,165,44680,37600,44520,37240,82100,69000,1150,475,300,200,70,105,1600,200000,230800
565,1177,1132,597,1.9,629,47.1,51.2,2.2,1175,535,490,0,0,5,0,0,0,35,1035,675,360,2.6,1.5,390,335,55,0.28,44000,38500,1175,1085,0,90,0,1175,1160,15,0,0,1260,0,1175,1165,10,1255,75,1180,1260,10,1250,10,1255,0,830,0,0,0,0,0,0,425,1090,200,410,485,55.5,47.7,14,1245,1205,0,35,39300,34000,39500,33800,76400,66400,465,50,70,150,165,25,490,150000,179000
569,1253,1194,594,5.4,233.06,43.7,46,2.4,1250,530,510,0,0,5,0,0,0,10,1050,690,355,2.7,1.7,395,340,50,0.28,52000,42000,1245,1115,0,135,0,1245,1205,45,0,0,1250,20,1245,1220,20,1250,25,1225,1250,0,1240,0,1250,0,775,0,0,0,0,0,0,465,1055,175,355,520,58.8,50.2,14.5,1245,1090,0,150,50900,42300,50900,41600,97600,80800,470,105,245,100,10,0,500,174000,185000
571,949,872,612,24,39.59,46.7,50.8,2.2,925,420,420,0,0,5,0,0,0,0,800,445,355,2.8,1.8,270,215,55,0.28,31200,28000,930,895,0,35,0,930,920,15,0,0,930,10,930,925,5,930,15,915,930,10,920,75,930,0,695,0,0,0,0,0,0,225,815,165,340,310,55.8,35.6,36.3,920,885,0,25,40200,34900,40100,34300,74400,64400,240,195,40,0,0,0,365,135000,160000
572,718,797,475,18.7,38.32,48.1,52,2.1,720,345,320,0,0,0,15,0,0,10,620,380,240,2.6,1.8,210,185,30,0.31,40000,34800,715,695,0,25,0,715,705,15,0,0,740,40,715,675,40,740,30,710,740,40,695,25,740,0,410,0,0,0,0,0,0,325,600,125,215,260,54.2,50.8,6.2,735,695,20,25,43600,37600,44200,37000,76000,65600,255,170,20,10,15,35,280,110000,168000
574,2222,2170,1029,6.1,363.75,45.2,48.8,2.3,2200,945,825,10,0,0,15,0,0,95,1905,1195,710,2.7,1.7,690,590,100,0.29,39400,34200,2210,2025,0,185,0,2210,2155,55,0,0,2200,75,2210,2100,85,2200,60,2140,2200,55,2145,15,2200,0,1395,0,0,0,0,0,10,785,1870,375,660,840,57.8,51.3,11.6,2185,2040,70,70,44520,38000,42600,36120,84000,71600,855,290,280,135,85,60,835,150000,162400
578,1579,1517,751,97.7,16.17,45,47.2,2.2,1545,700,485,10,0,30,100,0,0,70,1355,805,550,2.8,1.8,450,390,60,0.3,35600,31800,1570,1415,0,150,5,1570,1530,30,5,5,1540,175,1570,1395,145,1550,40,1505,1550,125,1425,80,1550,0,1010,0,0,0,0,0,0,520,1325,280,490,550,64.5,56.2,12.9,1520,1390,65,65,41800,36080,40100,34300,77400,66800,665,370,165,25,60,40,510,160000,177000
580,550,553,296,22.7,24.27,48.9,54.8,2.2,550,250,230,0,0,0,0,0,0,20,480,330,155,2.5,1.5,190,160,25,0.31,80000,68000,550,480,0,75,0,550,535,15,0,0,560,30,550,530,15,565,10,560,565,0,560,45,565,0,355,0,0,0,0,0,0,210,520,50,140,325,54.8,51,7,570,530,25,0,59600,47800,59800,48000,109000,87000,225,125,35,35,15,15,265,266000,464000
583,565,573,265,45.8,12.34,47.2,50.8,2.3,565,245,240,0,0,0,0,0,0,0,470,330,140,2.7,1.7,180,165,20,0.26,52000,46000,565,505,0,60,0,565,550,10,0,0,555,20,565,550,15,555,0,555,555,0,545,10,560,0,420,0,0,0,0,0,0,135,435,50,105,280,55.2,49.4,8.3,555,535,0,15,53200,44200,51800,43600,101000,84000,180,115,45,10,0,0,220,250000,298000
587,1470,1529,725,7.7,190.39,46.8,51.6,2.3,1455,640,530,0,0,0,5,0,5,95,1280,775,505,2.6,1.6,470,385,85,0.31,33200,29800,1460,1320,0,135,0,1460,1440,20,0,0,1460,35,1460,1430,20,1455,50,1405,1455,20,1435,65,1455,0,755,0,0,0,0,0,0,690,1280,235,470,575,53.1,47.7,10.3,1450,1345,75,25,37100,32200,34800,30150,69600,60500,520,235,180,50,15,30,590,150000,177000
589,2595,2360,1408,17.2,150.56,42.8,43.6,2.2,2560,1180,1045,20,10,25,45,0,0,25,2130,1300,830,2.7,1.7,760,640,120,0.3,58400,45800,2565,2440,0,125,0,2565,2540,25,0,0,2560,60,2565,2535,20,2555,95,2465,2555,25,2530,35,2555,0,1520,0,0,0,0,0,25,1010,2120,410,845,865,65.3,57.3,12.3,2510,2350,90,70,51200,42120,51900,41760,91000,74800,1085,790,290,0,0,0,920,150000,210800
590,777,819,369,2.3,341.74,44.6,46.8,2.3,780,335,300,0,0,0,0,0,0,30,660,430,225,2.6,1.7,250,215,35,0.27,41000,35000,780,715,0,60,0,780,755,20,0,0,770,0,780,765,5,765,0,760,770,0,770,0,765,0,530,0,0,0,0,0,0,230,640,125,195,320,57,50.8,11,765,675,20,75,41800,36400,39600,34000,75200,65200,310,35,80,105,60,30,315,125000,130000
593,719,704,304,30.1,23.85,46.1,46.8,2.3,675,290,240,5,10,0,20,0,0,15,595,365,230,2.8,1.9,200,175,25,0.26,35500,31600,680,625,0,50,0,680,660,25,0,0,725,15,680,670,5,725,0,720,725,0,715,10,720,0,490,0,0,0,0,0,0,240,575,120,205,250,47,44.3,5.6,720,675,20,30,41400,35600,38600,33600,76500,65500,235,70,40,85,20,25,230,150000,155000
594,7519,7177,3152,47.2,159.44,39.8,40,2.4,7495,3085,1765,10,5,55,15,0,0,1225,6275,3970,2305,2.7,1.6,2360,1970,390,0.25,52200,42700,7520,5990,55,1465,0,7520,6875,610,30,0,7490,160,7520,7280,105,7490,415,7080,7490,125,7365,35,7490,0,4230,0,0,0,0,0,70,3180,6250,910,2235,3105,68,63.7,6.5,7440,6820,305,315,48960,41200,47240,39760,96000,80800,3470,885,2215,245,35,85,2875,200000,211000
