rec_num,lfsstat,prov,cma,age_12,sex,marstat,educ,mjh,cowmain,immig,naics_21,noc_10,noc_43,uhrsmain,ahrsmain,utothrs,atothrs,hrsaway,paidot,unpaidot,xtrahrs,tenure,hrlyearn,union,permtemp,estsize,firmsize,efamtype
1878,1,35,0,5,1,5,2,1,2,3,11,2,7,37.5,31,37.5,31,8,1,0,1,35,24,3,1,3,4,14
1881,1,35,0,3,1,6,4,1,2,1,14,3,13,40,40,40,40,0,0,0,0,20,40,3,1,2,2,1
1885,1,46,0,6,1,4,5,1,2,2,7,3,13,40,42,40,42,0,2,0,2,50,32.69,3,1,3,3,15
1886,1,24,0,8,2,2,0,1,2,3,19,7,32,40,40,40,40,0,0,0,0,170,21,3,2,1,1,2
1890,1,59,0,7,2,6,5,1,1,3,16,5,20,35,60,35,60,0,0,20,20,170,51.1,1,1,1,4,14
1892,1,13,0,7,2,1,2,1,1,3,17,7,34,37.5,20,37.5,20,30,0,0,0,139,21,1,1,4,4,8
1893,1,59,0,9,1,2,4,1,2,2,6,8,35,40,40,40,40,0,0,0,0,177,56.25,3,1,1,1,7
1895,1,47,0,10,2,2,5,1,1,3,5,3,11,40,40,40,40,0,0,0,0,66,48.08,3,1,4,4,2
1897,1,59,0,7,1,1,6,1,2,2,14,5,22,37.5,37.5,37.5,37.5,0,0,0,0,55,42.5,3,1,1,4,7
1900,1,59,9,4,1,1,5,1,2,1,6,8,35,40,45,40,45,0,5,0,5,27,36,1,1,1,3,3
1907,1,59,9,4,2,2,5,1,2,3,6,2,5,37.5,30,37.5,30,7.5,0,0,0,22,44.9,3,1,2,2,2
1909,1,48,0,8,1,2,2,1,2,3,4,7,33,80,80,80,80,0,0,40,40,240,21.37,3,1,2,4,3
1912,1,24,1,2,1,6,2,1,2,3,10,7,34,32,30,32,30,0,0,0,0,37,18.5,3,1,2,2,18
1922,1,24,2,10,1,1,4,1,2,2,13,8,36,40,40,40,40,0,0,0,0,7,30,3,1,1,1,3
1926,1,24,0,8,2,1,4,1,1,3,21,2,7,37.5,37.5,37.5,37.5,0,0,0,0,217,32.05,3,1,4,4,2
1929,1,24,0,6,1,2,4,1,2,1,7,3,13,40,42,40,42,0,2,0,2,10,33,3,1,2,2,3
1930,1,24,0,11,1,1,4,1,2,3,11,8,35,65,65,65,65,0,0,0,0,113,36.98,3,1,2,2,2
1931,1,48,0,9,2,3,4,1,2,3,10,2,8,40,40,40,40,0,0,0,0,30,20.4,3,1,1,4,1
1934,1,35,4,3,1,6,5,1,2,3,14,3,10,40,40,40,40,0,0,0,0,23,40.87,3,1,2,3,2
1936,1,11,0,4,2,2,3,1,2,1,19,7,33,40,38,40,38,0,0,0,0,212,17.5,3,1,2,4,8
1939,1,13,0,9,2,1,4,1,2,2,14,3,11,40,38,40,38,2,0,0,0,34,45.14,3,1,2,4,2
1940,1,35,0,9,2,1,4,1,2,3,17,4,17,37.5,41.5,37.5,41.5,0,4,0,4,131,28,1,1,3,3,2
1942,1,35,0,5,2,1,5,1,2,1,12,1,2,40,40,40,40,0,0,0,0,47,57.69,3,1,4,4,3
1944,1,35,3,6,2,1,5,1,2,1,6,3,13,37.5,37.5,37.5,37.5,0,0,0,0,28,28,3,1,1,1,3
1946,1,35,4,5,1,6,4,1,2,1,8,2,9,40,32,40,32,8,0,0,0,34,18.51,3,1,3,3,18
1952,1,10,0,10,1,1,6,1,1,3,21,3,12,42,42,42,42,0,0,0,0,16,45.79,1,1,3,3,6
1954,1,35,4,9,1,2,4,1,2,2,6,1,4,40,40,40,40,0,0,0,0,190,43.27,3,1,3,4,4
1955,1,35,4,5,2,5,5,1,2,2,14,3,11,40,40,40,40,0,0,0,0,111,40.87,3,1,3,3,2
1967,1,48,7,4,1,1,3,2,2,3,18,3,11,40,40,70,50,4,0,0,0,3,50,3,1,1,1,3
1972,1,46,0,5,2,2,5,1,1,3,17,4,14,32,32,32,32,0,0,0,0,140,43,1,1,3,4,2
1974,1,48,7,7,2,2,5,1,2,3,18,6,30,35,35,35,35,0,0,0,0,163,35,3,1,4,4,9
1978,1,59,0,10,1,1,6,1,2,3,12,2,5,37.5,37.5,37.5,37.5,0,0,0,0,9,35.9,3,1,1,4,2
1981,1,35,0,7,2,6,2,1,2,3,14,2,9,40,40,40,40,0,0,0,0,46,22,3,1,1,1,11
1984,1,10,0,6,1,1,6,1,1,3,16,5,20,40,48,40,48,5,0,13,13,211,44.23,1,1,2,4,3
1986,1,35,0,2,1,6,2,1,2,3,19,7,31,35,35,35,35,0,0,0,0,15,17,3,1,2,4,2
1989,1,48,0,5,2,6,5,1,2,3,20,5,26,35,35,35,35,0,0,0,0,16,16.75,3,3,1,1,1
1990,1,13,0,10,2,1,2,1,1,3,17,2,9,37.5,37.5,37.5,37.5,0,0,0,0,240,26.6,1,1,3,4,8
1992,1,46,0,3,2,6,5,1,2,1,19,7,32,40,40,40,40,0,0,0,0,15,15.35,3,3,2,3,3
1994,1,24,2,8,2,1,5,1,2,1,12,2,5,32.5,32.5,32.5,32.5,0,0,0,0,29,31.95,3,1,1,4,3
1997,1,47,0,5,1,1,5,1,1,3,21,3,11,38.7,38.7,38.7,38.7,0,0,0,0,87,53,1,1,4,4,2
1998,1,47,0,4,2,1,6,1,2,1,12,1,2,32,32,32,32,7.5,0,4,4,30,51.08,3,1,1,4,3
2001,1,47,0,2,1,6,2,1,2,3,8,10,43,48,54,48,54,1,12,0,12,16,23,3,1,2,2,1
2004,1,10,0,4,2,1,4,1,1,3,21,7,33,40,48,40,48,0,8,0,8,63,33,1,1,4,4,3
2005,1,35,0,8,2,2,4,1,2,3,12,7,33,40,60,40,60,0,0,20,20,240,33.65,3,1,4,4,8
2008,1,10,0,9,1,1,4,1,2,3,10,1,3,47,50,47,50,0,0,7,7,11,40.92,3,1,1,1,4
2010,1,35,4,9,2,1,5,1,2,2,12,1,2,37.5,41.5,37.5,41.5,0,0,4,4,240,92.82,3,1,4,4,2
2012,1,10,0,8,1,1,4,1,2,3,13,1,2,40,40,40,40,0,0,0,0,55,52.88,3,1,3,3,3
2017,1,47,0,6,2,1,6,1,1,1,17,4,16,36,36,36,36,12,12,0,12,51,40,1,1,4,4,3
2018,1,10,0,4,1,6,4,1,2,3,8,8,35,40,40,40,40,0,0,0,0,164,32,1,1,3,4,1
2023,1,47,0,7,2,6,5,1,2,3,17,5,24,30,12,30,12,18,0,0,0,36,18.5,3,1,1,2,18
2024,1,12,0,5,1,1,5,2,2,3,17,5,22,40,24,48,30,16,0,0,0,91,33.65,3,1,3,3,6
2026,1,35,0,4,2,1,4,1,2,3,14,2,7,44,44,44,44,0,0,0,0,74,25,3,1,1,4,3
2027,1,10,0,12,1,1,2,1,2,3,7,1,4,60,60,60,60,0,0,0,0,133,25.64,3,1,2,2,2
2028,1,24,0,10,2,2,4,1,2,3,10,7,33,40,40,40,40,0,0,0,0,48,27,3,1,1,1,2
2035,1,24,0,5,2,2,5,1,1,3,17,4,16,37.5,30,37.5,30,7.5,0,0,0,177,47.98,1,1,4,4,3
2040,1,24,1,7,1,2,4,1,2,3,8,4,17,37.5,37.5,37.5,37.5,0,0,0,0,3,33.83,3,1,1,2,2
2043,1,59,9,7,2,1,2,1,2,2,19,7,32,40,41,40,41,0,0,1,1,106,20,3,1,3,3,2
2046,1,35,0,8,1,1,5,1,2,3,4,1,4,40,40,40,40,0,0,0,0,240,105.77,3,1,3,4,3
2050,1,46,0,4,1,1,5,1,2,3,20,2,6,40,40,40,40,0,0,0,0,39,19.23,3,1,1,1,6
2053,1,35,0,2,2,6,2,1,2,2,19,7,34,30,30,30,30,0,0,0,0,8,17,3,4,2,4,12
2058,1,46,6,8,1,1,2,1,2,2,8,10,42,40,30,40,30,0,0,0,0,109,22,1,1,3,4,3
2061,1,24,2,10,2,1,4,1,1,3,16,2,8,35,35,35,35,0,0,0,0,186,25,1,1,2,3,4
2062,1,35,5,8,1,1,4,1,2,3,8,10,42,40,42,40,42,0,2,0,2,31,25,3,1,1,2,7
2063,1,35,0,8,1,1,5,1,2,3,14,3,11,40,40,40,40,0,0,0,0,86,91.35,3,1,1,1,3
2070,1,35,5,2,2,6,4,1,1,1,17,4,18,30,37.5,30,37.5,0,7.5,0,7.5,33,21.45,1,1,4,4,10
2071,1,10,0,6,2,1,6,1,1,3,17,4,17,32.5,33.5,32.5,33.5,0,1,0,1,159,32,1,1,2,4,3
2072,1,35,5,7,1,1,4,1,1,3,21,1,2,35,35,35,35,3,0,3,3,151,96.39,3,1,2,4,3
2075,1,13,0,7,2,1,5,1,2,3,18,1,2,37.5,37.5,37.5,37.5,0,0,0,0,240,43.59,3,1,3,4,4
2077,1,47,0,6,1,6,2,1,2,3,6,7,33,40,40,40,40,0,0,0,0,57,22.5,3,1,2,4,11
2081,1,48,0,2,2,6,2,1,2,3,12,2,9,37.5,37.5,37.5,37.5,0,0,0,0,7,16,3,1,2,3,1
2082,1,24,0,5,2,1,4,1,2,3,14,2,8,37.5,37.5,37.5,37.5,0,0,0,0,1,30.77,3,1,1,3,3
2086,1,24,2,3,2,2,4,1,2,3,18,6,27,40,43,40,43,0,3,0,3,155,42.63,1,1,4,4,2
2089,1,24,0,6,1,2,4,1,1,3,21,2,7,37.5,37.5,37.5,37.5,0,0,0,0,15,43.59,1,1,4,4,2
2092,1,35,0,9,2,1,4,1,1,3,17,4,17,37.5,37.5,37.5,37.5,0,0,0,0,240,50,3,1,4,4,2
2095,1,59,0,3,1,6,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,27,26,3,1,1,2,18
2096,1,35,4,7,1,2,2,1,2,3,6,8,35,40,40,40,40,0,0,0,0,238,40,1,1,2,4,1
2098,1,46,0,4,2,2,4,1,2,3,17,5,24,40,40,40,40,0,0,0,0,10,20.25,3,1,1,1,3
2099,1,24,2,9,1,1,6,1,2,3,7,2,7,40,40,40,40,0,0,0,0,15,32,3,1,3,4,6
2101,1,11,0,6,1,1,2,1,2,1,1,9,40,60,60,60,60,0,0,0,0,55,20.75,3,1,1,1,3
2104,1,24,2,8,1,2,5,1,1,3,18,1,2,37.2,50.2,37.2,50.2,0,0,13,13,27,77.54,3,1,4,4,3
2105,1,24,1,7,1,6,4,1,1,3,21,8,36,40,40,40,40,0,0,0,0,59,30,1,1,4,4,1
2111,1,59,0,11,1,5,4,1,2,3,11,7,34,30,30,30,30,0,0,0,0,25,20,3,2,1,3,1
2112,1,24,2,7,1,6,4,1,2,3,9,7,31,35,28,35,28,7,0,0,0,128,48.26,3,1,3,3,14
2114,1,11,0,8,2,1,2,1,2,1,11,2,9,40,40,40,40,0,0,0,0,23,24,3,1,1,4,4
2117,1,24,0,7,2,2,6,1,1,3,17,4,16,37.5,37.5,37.5,37.5,0,0,0,0,240,50,1,1,4,4,3
2119,1,59,0,7,1,1,4,1,1,3,6,8,35,40,40,40,40,0,0,0,0,240,45,1,1,2,3,3
2124,1,35,4,3,2,6,4,1,2,1,9,7,33,40,40,40,40,0,0,0,0,6,26.44,3,1,2,4,18
2127,1,35,0,10,1,1,5,1,2,3,10,7,31,40,24,40,24,16,0,0,0,240,28.85,3,1,2,4,5
2129,1,35,4,5,2,1,5,1,2,1,14,3,11,40,40,40,40,0,0,0,0,111,40.87,3,1,3,3,3
2131,1,35,4,7,1,1,5,1,2,3,14,1,2,40,40,40,40,0,0,0,0,27,28.85,3,1,1,1,6
2132,1,10,0,8,2,5,5,1,1,3,16,5,21,35,35,35,35,0,0,0,0,69,35.99,1,1,1,4,1
2137,1,59,9,8,1,1,5,1,2,2,9,8,38,40,40,40,40,0,0,0,0,56,22.75,3,1,1,1,3
2145,1,13,0,7,1,1,2,1,1,3,18,7,34,40,40,40,40,0,0,0,0,115,28,3,1,2,3,2
2154,1,24,0,3,2,6,5,1,1,3,16,5,20,32,39,32,39,0,0,7,7,66,33.95,1,1,4,4,1
2155,1,47,0,6,2,2,4,2,2,3,12,2,7,36,36,42,42,0,0,0,0,227,28.85,3,1,3,3,3
2159,1,24,0,9,2,2,4,1,1,3,17,5,26,37.5,37.5,37.5,37.5,0,0,0,0,65,21.68,1,1,3,4,2
2161,1,11,0,9,1,1,4,1,2,3,11,8,36,70,70,70,70,0,0,0,0,169,19.23,3,1,4,4,4
2167,1,24,0,4,1,1,4,1,2,3,20,8,35,40,32,40,32,8,0,0,0,21,23,1,4,2,3,2
2169,1,35,3,5,1,1,5,1,2,1,14,3,11,40,40,40,40,0,0,0,0,67,56.25,3,1,3,4,6
2170,1,35,4,10,2,1,4,1,2,3,9,2,8,40,40,40,40,0,0,0,0,240,31.25,3,1,2,4,2
2180,1,35,4,9,1,1,4,1,1,3,21,6,28,40,40,40,40,0,0,0,0,24,60.75,1,1,3,4,6
2181,1,35,0,4,2,4,4,1,1,3,16,5,25,35,35,35,35,0,0,0,0,7,21.98,1,1,2,4,14
2184,1,46,0,7,2,1,4,1,1,3,17,2,7,37.5,37.5,37.5,37.5,0,0,0,0,240,32,2,1,2,4,4
2185,1,47,0,4,1,5,5,1,2,3,6,1,4,37.5,38.5,37.5,38.5,0,0,1,1,71,61.54,3,1,2,3,1
2187,1,35,4,5,2,2,5,1,1,1,17,4,16,35,35,35,35,0,0,0,0,32,32,3,1,2,2,2
2188,1,59,0,8,2,1,2,1,2,3,9,2,8,40,40,40,40,0,0,0,0,42,23,3,1,1,4,2
2191,1,47,0,4,1,1,4,1,2,3,11,8,35,42,43,42,43,0,0,1,1,25,43,3,1,1,1,3
2192,1,24,0,10,2,1,1,1,2,3,10,7,34,40,4,40,4,36,0,0,0,14,18,3,1,1,4,2
2193,1,12,0,9,1,6,4,1,1,3,17,4,17,37.5,30,37.5,30,7.5,0,0,0,240,35,1,1,3,4,1
2195,1,46,6,6,2,1,4,1,1,3,21,5,22,36.2,29,36.2,29,7.2,0,0,0,240,43,1,1,1,4,3
2203,1,48,0,6,2,5,4,1,1,3,16,2,8,35,35,35,35,0,0,0,0,103,27.68,1,3,2,4,14
2204,1,35,0,4,2,1,6,1,1,3,17,4,16,37.5,37.5,37.5,37.5,0,0,0,0,64,36,3,1,3,4,2
2207,1,59,9,6,2,1,5,1,2,2,17,5,21,33,10.5,33,10.5,22.5,0,0,0,31,25,3,1,1,4,3
2212,1,35,0,8,2,4,4,1,2,2,14,2,8,40,40,40,40,0,0,0,0,39,19.23,3,1,1,1,15
2213,1,46,0,7,1,1,1,1,2,3,20,8,37,40,41,40,41,0,1,0,1,6,21,3,1,1,4,4
2214,1,59,9,4,2,6,4,1,2,3,10,7,33,40,40,40,40,0,0,0,0,17,19.5,3,1,2,4,1
2215,1,35,5,2,1,6,4,1,2,1,18,3,11,40,40,40,40,0,0,0,0,7,31.25,3,1,3,3,1
2216,1,48,0,8,1,1,4,1,2,3,11,8,36,45,40,45,40,0,0,0,0,81,23,3,1,2,2,5
2217,1,35,4,9,2,6,4,1,2,2,10,6,28,40,40,40,40,0,0,0,0,144,16.55,3,1,1,1,1
2219,1,48,0,4,1,1,2,1,1,3,15,10,41,42,42,42,42,0,0,0,0,88,52,1,1,2,4,3
2222,1,35,0,5,1,6,4,1,2,3,10,2,9,32,32,32,32,0,0,0,0,119,21,3,1,2,4,11
2227,1,48,7,4,2,6,2,1,2,2,14,3,13,40,42,40,42,0,2,0,2,75,25,3,1,1,4,14
2231,1,35,0,3,2,1,4,1,2,3,17,5,22,40,40,40,40,0,0,0,0,1,26.44,3,1,2,2,2
2234,1,47,0,3,2,6,5,1,2,3,17,4,18,35,35,35,35,0,0,0,0,6,14,3,4,2,2,1
2236,1,24,2,4,1,6,4,1,2,3,10,7,31,40,40,40,40,0,0,0,0,79,32.69,3,1,1,4,1
2239,1,12,0,10,1,1,2,1,2,3,9,7,33,40,40,40,40,0,0,0,0,216,26,3,1,1,4,4
2240,1,47,0,9,2,1,4,1,1,3,16,1,2,40,40,40,40,0,0,0,0,240,49,3,1,3,3,2
2246,1,47,0,2,1,6,5,1,2,3,15,3,12,40,40,40,40,0,0,0,0,1,28.85,3,1,1,2,1
2248,1,24,2,4,1,6,5,1,2,3,10,7,34,40,38,40,38,2,0,0,0,16,19.5,3,1,3,4,1
2251,1,35,0,11,2,5,6,2,2,3,14,5,19,45,70,65,80,8,0,30,30,240,68.38,3,1,1,1,1
2252,1,10,0,2,2,6,6,1,1,3,17,4,16,30,12,30,12,18,0,0,0,11,38,1,1,4,4,1
2254,1,24,0,2,2,6,5,1,2,1,17,4,18,30,40,30,40,0,0,0,0,36,24,3,1,2,2,1
2258,1,24,0,5,1,1,4,1,2,3,7,10,42,40,40,40,40,0,0,0,0,17,25.9,3,1,3,3,3
2262,1,48,8,2,1,6,4,1,1,3,21,2,9,44,44,44,44,0,0,0,0,3,33,1,1,3,4,3
2263,1,10,0,8,2,1,4,1,2,3,10,7,31,40,40,40,40,0,0,0,0,78,32.65,2,1,4,4,4
2265,1,35,0,3,1,6,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,94,55,1,1,2,3,1
2268,1,12,0,3,2,1,2,1,2,3,15,7,33,40,40,40,40,0,0,0,0,6,16,2,1,2,4,2
2270,1,13,0,8,1,1,5,1,1,3,11,8,36,40,40,40,40,0,0,0,0,168,31.05,1,1,3,3,2
2271,1,10,0,6,2,1,5,1,1,3,21,5,23,40,40,40,40,0,0,0,0,187,40,1,1,3,3,3
2272,1,35,4,2,2,6,5,1,2,3,14,3,11,40,40,40,40,0,0,0,0,9,38.94,3,1,3,4,18
2273,1,59,9,4,2,2,6,1,1,2,15,3,11,37.5,37.5,37.5,37.5,0,0,0,0,60,61.43,1,1,3,3,2
2274,1,35,0,6,2,2,2,1,2,3,12,7,32,37.5,37.5,37.5,37.5,0,0,0,0,234,34.36,3,1,4,4,4
2276,1,47,0,3,2,2,5,1,1,3,17,4,16,40,36,40,36,0,0,0,0,20,40,1,1,3,4,2
2278,1,35,0,7,1,4,4,1,2,3,15,7,31,50,52,50,52,0,2,0,2,8,30,2,1,1,3,1
2279,1,59,0,6,1,2,5,1,1,2,21,2,6,37.5,34.5,37.5,34.5,3,0,1,1,63,40.51,1,1,1,4,3
2282,1,48,8,6,1,1,4,1,2,3,20,8,35,40,40,40,40,0,0,0,0,31,25,3,1,1,1,2
2284,1,59,9,10,1,5,3,1,2,3,20,8,35,35,30,35,30,5,0,0,0,240,34,3,1,1,4,15
2290,1,11,0,4,1,6,2,1,1,3,21,3,13,37.5,37.5,37.5,37.5,0,0,0,0,67,33.27,1,3,4,4,18
2291,1,35,4,4,2,6,6,1,2,2,17,5,24,40,40,40,40,0,0,0,0,43,20,3,1,2,2,1
2292,1,59,0,8,2,1,5,1,1,3,17,4,16,37.5,19,37.5,19,22.5,4,0,4,240,64.41,1,1,3,4,2
2293,1,10,0,4,1,2,2,1,2,3,6,8,38,40,40,40,40,0,0,0,0,6,20,3,1,1,1,6
2294,1,35,4,8,1,1,2,1,2,2,15,7,33,40,40,40,40,0,0,0,0,96,19.6,1,1,1,4,7
2296,1,24,2,6,1,6,0,1,2,3,9,8,38,37,37,37,37,0,0,0,0,58,16,1,1,2,2,18
2297,1,35,0,4,2,1,6,1,2,3,14,2,8,50,60,50,60,0,10,0,10,4,18.5,3,3,1,2,2
2299,1,35,0,5,1,6,1,1,2,3,6,1,4,44,64,44,64,0,20,0,20,108,39,3,1,2,4,14
2300,1,35,0,7,1,1,2,1,2,3,2,9,40,40,40,40,40,0,0,0,0,18,24,1,1,2,3,18
2301,1,35,0,4,1,1,6,1,2,1,6,8,35,40,40,40,40,0,0,0,0,32,38.46,3,1,1,2,5
2303,1,35,0,8,1,2,2,1,1,3,21,2,9,37,37,37,37,0,0,0,0,194,27.75,1,1,3,4,6
2307,1,24,1,3,2,2,2,1,2,3,8,10,42,40,40,40,40,0,0,0,0,92,28.55,3,1,3,4,3
2308,1,10,0,6,2,5,4,1,1,3,21,2,9,35,35,35,35,0,0,0,0,178,28.86,1,1,1,1,1
2313,1,24,0,4,2,6,3,1,2,3,12,2,5,37.5,37.5,37.5,37.5,0,0,0,0,126,43.59,3,1,2,4,1
2316,1,59,9,3,1,6,6,1,2,1,10,4,14,35,36,35,36,0,0,0,0,44,27,3,1,2,4,1
2318,1,24,0,6,2,4,4,1,1,3,16,5,20,40,40,40,40,0,0,0,0,67,25.3,1,1,2,4,14
2319,1,46,0,6,1,1,2,1,2,1,1,9,40,40,39,40,39,1,0,0,0,13,17,3,1,1,1,3
2323,1,13,0,5,2,2,5,1,1,3,17,4,16,37.5,37.5,37.5,37.5,0,0,0,0,70,33,1,1,4,4,3
2328,1,11,0,9,2,1,4,1,2,3,20,2,8,37.5,37.5,37.5,37.5,0,0,0,0,5,18,3,3,1,4,8
2329,1,35,0,9,2,6,5,1,2,3,15,2,9,35,35,35,35,0,0,0,0,2,20,3,1,1,1,1
2332,1,13,0,4,2,4,5,1,1,3,21,2,9,35,35,35,35,0,0,0,0,11,27,3,1,3,3,8
2334,1,24,2,8,2,2,6,1,1,3,16,5,20,35,35,35,35,0,0,0,0,240,50.55,1,1,2,4,3
2336,1,35,0,3,2,1,6,2,2,1,12,3,11,37.5,30,75,60,7.5,0,0,0,43,33.33,3,1,4,4,3
2339,1,24,2,7,2,1,6,1,2,2,10,1,3,40,40,40,40,0,0,0,0,67,23,3,1,1,4,3
2340,1,13,0,7,1,5,4,1,2,3,11,8,37,40,24,40,24,16,0,0,0,240,42.08,3,1,1,3,15
2343,1,35,0,5,1,1,6,1,2,3,12,2,6,35,35,35,35,0,0,0,0,78,77.61,3,1,2,2,2
2346,1,35,4,2,1,6,2,1,2,3,15,9,40,35,35,35,35,0,0,0,0,69,22.5,3,1,1,1,4
2353,1,48,7,7,2,1,6,1,2,2,17,1,2,50,40,50,40,10,0,0,0,151,115.38,3,1,1,4,3
2355,1,35,3,1,1,6,2,1,2,3,6,8,35,40,40,40,40,0,0,0,0,21,22,3,1,2,2,4
2356,1,24,2,10,1,1,6,1,1,2,16,5,20,50,50,50,50,0,0,0,0,183,78.85,3,1,4,4,3
2357,1,35,0,8,2,5,4,1,2,3,8,2,9,37.5,37.5,37.5,37.5,0,0,0,0,240,36.41,3,1,2,2,11
2358,1,47,0,7,2,1,5,1,2,3,14,1,1,40,40,40,40,0,0,0,0,35,61.88,3,1,1,1,3
2361,1,35,4,4,2,6,5,1,1,3,21,3,10,40,40,40,40,0,0,0,0,6,49.24,2,3,4,4,18
2364,1,13,0,7,1,2,5,1,2,3,18,3,13,37.5,37.5,37.5,37.5,0,0,0,0,240,42.89,3,1,3,4,3
2365,1,48,7,3,1,6,5,1,2,3,18,7,34,40,40,40,40,0,0,0,0,22,35,3,1,1,1,3
2366,1,35,4,3,1,6,5,1,2,3,10,3,12,40,40,40,40,0,0,0,0,35,48.08,3,1,4,4,4
2371,1,48,7,10,2,5,5,1,2,3,10,7,34,32,32,32,32,0,0,0,0,240,16,3,1,3,4,1
2375,1,24,0,5,1,4,4,1,2,3,6,8,35,40,32,40,32,8,0,0,0,9,43,1,1,1,1,1
2382,1,48,0,6,2,2,1,1,1,3,21,2,9,35,35,35,35,0,0,0,0,146,39.13,3,1,1,3,2
2386,1,35,0,8,1,1,4,1,2,3,7,2,9,37.5,22,37.5,22,8.5,0,0,0,111,24,3,4,2,2,15
2392,1,48,0,4,1,1,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,6,40,3,1,1,1,2
2395,1,11,0,10,2,6,5,1,1,3,16,5,25,30,29,30,29,1,0,0,0,7,35,1,1,2,4,1
2400,1,59,9,3,1,2,5,1,2,3,14,2,8,40,40,40,40,0,0,0,0,23,26.92,3,1,1,1,2
2401,1,35,5,8,2,6,4,2,1,3,17,2,9,37.5,25.5,38.5,25.5,12,0,0,0,29,27,1,1,4,4,15
2402,1,24,0,8,1,1,6,2,1,3,16,5,20,37.5,37.5,42.5,42.5,0,0,0,0,163,61.54,1,1,3,3,3
2404,1,13,0,10,1,4,4,1,2,3,10,7,34,35,35,35,35,0,0,0,0,22,15.25,3,1,2,4,18
2407,1,10,0,9,2,1,2,1,2,3,13,2,8,35,29,35,29,6,0,0,0,238,41.21,3,1,1,1,3
2411,1,10,0,5,1,2,4,1,1,3,11,8,35,80,80,80,80,0,0,0,0,188,44,1,1,2,4,3
2417,1,24,0,3,1,6,4,1,2,3,4,9,39,74,72,74,72,0,0,0,0,42,36,1,1,2,2,18
2419,1,59,9,2,1,6,2,1,2,3,6,8,35,40,18,40,18,22,0,0,0,8,25,3,1,1,1,4
2420,1,24,0,7,1,2,1,1,2,3,20,8,35,40,40,40,40,0,0,0,0,164,43,3,1,2,2,7
2421,1,59,9,4,2,1,0,1,2,1,6,2,9,40,40,40,40,0,0,0,0,14,42.31,3,1,2,2,9
2422,1,59,9,7,1,1,6,1,2,3,14,3,11,40,45,40,45,0,0,5,5,46,48.08,3,1,4,4,3
2427,1,24,1,5,1,6,4,1,2,3,19,7,32,35,35,35,35,0,0,0,0,102,26,3,1,2,2,1
2429,1,35,3,3,2,2,6,1,1,3,17,4,16,37.5,37.5,37.5,37.5,0,0,0,0,7,50.6,3,1,4,4,2
2430,1,24,1,9,1,2,4,1,1,3,21,2,5,35,35,35,35,0,0,0,0,128,49.45,1,1,4,4,5
2431,1,35,0,5,2,1,4,1,1,3,21,2,7,40,40,40,40,0,0,0,0,5,39,1,1,3,4,3
2434,1,24,2,10,2,1,5,1,1,2,16,2,9,37,38,37,38,0,0,1,1,18,26,1,1,4,4,2
2438,1,35,0,4,2,6,3,1,2,3,6,8,38,40,44,40,44,0,4,0,4,90,30,1,1,3,3,2
2443,1,59,9,8,2,1,5,1,2,2,10,2,9,40,40,40,40,0,0,0,0,240,33.6,3,1,3,4,3
2444,1,35,0,6,1,2,4,1,2,3,20,3,13,40,40,40,40,0,0,0,0,109,19,3,1,2,2,2
2445,1,24,2,5,1,1,4,1,2,1,11,8,35,44,44,44,44,0,0,0,0,7,27.97,1,1,3,4,2
2446,1,35,4,8,1,2,4,1,2,2,13,2,7,36.5,36.5,36.5,36.5,0,0,0,0,240,44.78,1,1,3,4,2
2450,1,35,0,6,2,4,4,1,2,3,20,1,2,37.5,32.5,37.5,32.5,15,0,10,10,183,58.46,3,1,3,3,14
2453,1,11,0,5,1,6,5,1,2,3,19,7,34,33,35,33,35,0,0,0,0,10,16,3,1,3,4,14
2454,1,48,0,4,1,1,4,1,1,2,17,5,24,40,40,40,40,0,0,0,0,6,24,3,1,1,3,3
2458,1,46,6,2,1,6,4,1,2,3,11,8,36,50,50,50,50,0,0,0,0,4,21,3,1,2,2,1
2466,1,46,6,7,1,4,4,1,2,2,7,7,33,35,38,35,38,0,0,0,0,38,20,3,1,1,1,18
2469,1,35,4,10,2,3,0,1,2,2,15,7,34,37.5,37.5,37.5,37.5,0,0,0,0,160,35,1,1,1,2,3
2473,1,35,0,4,1,6,4,2,1,3,5,8,35,40,70,50,80,0,30,0,30,120,50,1,1,1,4,1
2477,1,47,0,5,2,1,5,1,2,3,19,7,32,40,40,40,40,0,0,0,0,102,21,3,1,1,1,2
2479,1,48,0,10,1,2,5,1,2,3,4,10,41,84,84,84,84,0,4,0,4,167,54.36,3,1,3,4,2
2482,1,12,0,8,1,1,4,1,1,3,21,5,25,37.5,30.5,37.5,30.5,7,0,0,0,215,48,1,2,1,4,2
2485,1,12,0,12,1,1,3,1,2,3,15,7,33,44,33,44,33,11,0,0,0,240,17,3,1,1,4,5
2486,1,59,9,5,1,1,3,2,1,3,21,2,7,37.5,47.5,44,54,1,11,0,11,195,24.67,1,1,4,4,3
2490,1,35,0,11,2,1,4,1,1,3,17,4,18,36,36,36,36,0,0,0,0,149,21,3,1,2,4,2
2491,1,24,2,4,1,1,5,1,1,3,12,1,2,35,28,35,28,7,0,0,0,85,60.44,3,1,4,4,2
